track,hf,onset,n,start,peak_when,peak_lat,peak_lon,min_p,peak_depth,peak_scale_km,peak_grad,peak_vg_kt,max_wind_kt,max_gust_kt,peak_wind_dist_km,pre_depth,pre_scale_km,pre_grad,pre_vg_kt,pre_p,pre_lat,deepen24,month,season
1041,0,,6,2023-10-20 12,2023-10-21 18,57.75,146.5,958.9,44.7,390.0,11.506,64.3,44.4,60.0,89.0,19.0,620.0,3.426,32.1,990.5,47.5,-31.600000000000023,10,2023
1043,0,,5,2023-10-22 06,2023-10-23 00,43.75,195.75,994.1,19.8,570.0,3.77,35.2,36.8,51.1,307.0,nan,nan,nan,nan,nan,nan,nan,10,2023
1044,0,,3,2023-10-22 18,2023-10-22 18,57.75,144.5,981.4,22.8,400.0,5.563,39.0,32.2,46.4,94.0,nan,nan,nan,nan,nan,nan,nan,10,2023
1046,0,,7,2023-10-23 12,2023-10-24 00,41.75,197.5,989.4,20.3,630.0,3.679,36.1,34.4,46.7,228.0,nan,nan,nan,nan,nan,nan,nan,10,2023
1047,0,,4,2023-10-24 00,2023-10-24 00,51.5,164.5,996.5,17.7,270.0,6.337,39.2,36.8,47.9,59.0,nan,nan,nan,nan,nan,nan,nan,10,2023
1048,0,,9,2023-10-24 18,2023-10-25 06,45.75,203.0,987.1,23.4,590.0,4.334,38.7,38.2,55.6,492.0,nan,nan,nan,nan,nan,nan,nan,10,2023
1050,0,,4,2023-10-25 00,2023-10-25 12,55.25,154.25,987.6,28.0,260.0,10.334,52.6,43.4,60.8,116.0,nan,nan,nan,nan,nan,nan,nan,10,2023
1055,0,,7,2023-10-26 06,2023-10-26 18,39.5,153.0,991.7,18.6,450.0,4.173,37.2,38.9,61.4,231.0,nan,nan,nan,nan,nan,nan,nan,10,2023
1061,0,,6,2023-10-29 18,2023-10-31 00,46.25,197.75,993.3,17.8,610.0,3.142,30.2,37.0,51.2,330.0,16.0,550.0,3.074,29.1,995.6,46.25,-2.300000000000068,10,2023
1062,0,,7,2023-10-31 06,2023-11-01 12,49.75,203.75,988.0,16.6,790.0,2.705,27.0,31.4,43.0,488.0,15.4,900.0,2.412,26.2,992.0,45.5,-4.0,11,2023
1063,0,,3,2023-10-31 12,2023-10-31 12,53.25,170.25,997.8,16.6,410.0,3.969,31.3,31.2,43.2,75.0,nan,nan,nan,nan,nan,nan,nan,10,2023
1064,0,,4,2023-11-01 06,2023-11-01 18,55.25,152.75,996.4,17.8,430.0,4.16,32.4,29.3,40.1,127.0,nan,nan,nan,nan,nan,nan,nan,11,2023
1065,0,,5,2023-11-02 00,2023-11-03 00,40.5,210.5,988.5,19.0,510.0,3.821,35.7,35.9,50.2,459.0,15.3,350.0,4.219,36.1,992.5,35.25,-4.0,11,2023
1066,0,,3,2023-11-02 06,2023-11-02 12,50.25,230.25,991.3,20.0,430.0,4.597,36.1,32.4,43.9,223.0,nan,nan,nan,nan,nan,nan,nan,11,2023
1068,0,,8,2023-11-03 18,2023-11-04 18,52.0,226.5,977.0,27.5,660.0,4.691,40.1,38.1,58.3,493.0,22.2,630.0,3.919,36.3,985.0,46.0,-8.0,11,2023
1069,0,,3,2023-11-04 00,2023-11-04 00,45.5,198.0,994.9,15.0,590.0,2.799,27.6,38.8,53.4,407.0,nan,nan,nan,nan,nan,nan,nan,11,2023
1073,0,,10,2023-11-07 06,2023-11-08 18,53.25,170.5,982.2,28.2,610.0,5.119,41.8,43.3,64.2,348.0,28.2,520.0,5.673,44.9,988.0,48.5,-5.7999999999999545,11,2023
1074,0,,3,2023-11-07 12,2023-11-08 00,55.5,201.5,972.1,28.9,720.0,4.847,40.9,40.9,63.8,474.0,nan,nan,nan,nan,nan,nan,nan,11,2023
1075,0,,3,2023-11-08 06,2023-11-08 06,53.5,204.75,973.5,27.7,850.0,4.452,40.0,39.3,54.4,331.0,nan,nan,nan,nan,nan,nan,nan,11,2023
1078,0,,4,2023-11-09 06,2023-11-09 06,37.25,168.5,1003.3,18.1,240.0,7.15,43.9,42.5,61.6,36.0,nan,nan,nan,nan,nan,nan,nan,11,2023
1080,0,,5,2023-11-10 00,2023-11-11 00,57.75,217.5,971.2,23.4,610.0,4.301,35.4,38.0,51.1,122.0,17.1,610.0,3.124,28.2,981.6,53.5,-10.399999999999977,11,2023
1082,0,,5,2023-11-10 00,2023-11-10 06,51.75,148.25,991.0,28.6,530.0,5.608,43.7,39.9,54.1,56.0,nan,nan,nan,nan,nan,nan,nan,11,2023
1083,0,,3,2023-11-11 06,2023-11-11 18,57.0,162.5,967.2,38.3,640.0,6.705,50.7,41.2,61.3,492.0,nan,nan,nan,nan,nan,nan,nan,11,2023
1086,0,,12,2023-11-12 18,2023-11-14 06,51.0,166.25,963.2,40.9,350.0,11.491,63.7,45.1,67.8,91.0,20.0,420.0,4.723,39.6,989.7,40.0,-26.5,11,2023
1087,0,,4,2023-11-14 00,2023-11-14 12,38.0,228.0,997.3,20.0,600.0,3.597,36.5,42.8,63.6,254.0,nan,nan,nan,nan,nan,nan,nan,11,2023
1090,0,,3,2023-11-18 12,2023-11-18 18,48.75,145.25,973.4,21.9,570.0,4.26,37.0,39.1,53.2,264.0,nan,nan,nan,nan,nan,nan,nan,11,2023
1091,1,2023-11-19 18,14,2023-11-18 12,2023-11-21 00,53.75,217.0,962.4,48.8,680.0,8.185,60.9,51.2,72.5,447.0,43.2,540.0,8.431,61.2,969.9,46.0,-7.5,11,2023
1092,1,2023-11-19 06,9,2023-11-18 18,2023-11-19 18,52.5,165.25,939.6,48.8,700.0,8.366,62.9,51.1,79.9,318.0,18.6,700.0,3.335,33.6,978.8,43.5,-39.19999999999993,11,2023
1095,1,2023-11-21 06,4,2023-11-20 18,2023-11-21 12,48.25,175.0,951.5,37.7,530.0,7.489,55.2,53.3,83.6,315.0,nan,nan,nan,nan,nan,nan,nan,11,2023
1096,0,,15,2023-11-21 18,2023-11-21 18,47.0,177.0,948.1,42.6,530.0,8.421,60.4,55.7,86.8,118.0,nan,nan,nan,nan,nan,nan,nan,11,2023
1097,0,,6,2023-11-23 12,2023-11-24 12,57.0,153.0,968.1,39.5,460.0,8.628,55.8,40.4,59.2,389.0,26.4,470.0,5.702,43.2,986.2,50.75,-18.100000000000023,11,2023
1100,0,,6,2023-11-27 06,2023-11-27 12,40.25,223.25,1002.4,17.2,360.0,4.704,37.6,39.2,56.3,153.0,nan,nan,nan,nan,nan,nan,nan,11,2023
1102,0,,5,2023-11-28 12,2023-11-29 00,47.0,145.0,983.0,23.4,300.0,7.651,47.1,44.4,72.0,83.0,nan,nan,nan,nan,nan,nan,nan,11,2023
1103,1,2023-11-29 18,18,2023-11-28 18,2023-11-29 18,50.75,165.0,949.2,44.3,450.0,10.052,63.5,52.5,79.1,111.0,20.1,680.0,3.492,34.2,984.5,44.5,-35.299999999999955,11,2023
1104,0,,6,2023-11-29 06,2023-11-30 00,57.25,209.5,981.7,23.4,400.0,5.751,40.0,40.6,58.8,412.0,nan,nan,nan,nan,nan,nan,nan,11,2023
1105,0,,6,2023-11-30 06,2023-11-30 12,54.5,189.5,971.0,19.2,520.0,4.03,33.2,38.8,54.4,497.0,nan,nan,nan,nan,nan,nan,nan,11,2023
1106,0,,9,2023-11-30 12,2023-12-01 18,56.0,216.5,969.0,27.7,580.0,5.125,40.6,46.1,68.2,333.0,23.1,580.0,4.384,36.4,972.9,54.25,-3.8999999999999773,12,2023
1107,1,2023-12-02 06,8,2023-12-01 18,2023-12-03 00,52.0,209.0,960.4,33.2,580.0,6.148,47.8,53.4,73.4,280.0,25.0,290.0,8.354,49.3,974.3,47.0,-13.899999999999977,12,2023
1109,1,2023-12-03 00,12,2023-12-02 18,2023-12-04 00,47.0,203.75,953.4,38.5,610.0,7.023,55.4,58.8,85.2,343.0,32.8,370.0,8.718,56.3,969.1,43.25,-15.700000000000045,12,2023
1111,0,,3,2023-12-05 12,2023-12-06 00,40.0,181.5,994.2,23.9,510.0,4.759,42.1,42.7,60.7,110.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1112,1,2023-12-06 12,13,2023-12-06 00,2023-12-08 18,47.75,165.5,976.3,33.5,520.0,6.69,50.8,45.0,68.4,150.0,24.1,460.0,5.328,42.9,988.2,44.0,-11.900000000000091,12,2023
1113,0,,6,2023-12-06 06,2023-12-06 06,40.0,181.75,991.5,27.0,470.0,5.776,47.2,40.1,57.8,85.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1114,0,,4,2023-12-07 18,2023-12-08 00,42.25,203.75,989.5,24.1,580.0,4.456,40.7,41.7,66.5,140.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1116,0,,6,2023-12-08 18,2023-12-09 12,53.0,222.5,987.3,25.1,550.0,4.84,39.2,43.1,67.5,500.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1117,0,,8,2023-12-09 06,2023-12-09 06,43.75,165.75,987.6,23.4,700.0,3.859,37.6,42.8,61.2,348.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1118,0,,7,2023-12-09 06,2023-12-10 00,49.0,192.5,982.9,23.8,510.0,4.9,39.9,41.5,58.6,155.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1120,0,,3,2023-12-10 12,2023-12-11 00,56.75,204.75,980.4,30.9,670.0,5.271,42.6,42.3,61.0,370.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1121,0,,3,2023-12-10 18,2023-12-11 06,54.75,159.0,995.7,20.7,670.0,3.564,31.6,38.2,48.2,381.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1124,0,,4,2023-12-11 18,2023-12-12 12,57.0,215.5,971.5,24.5,770.0,4.079,35.6,45.3,63.5,366.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1126,1,2023-12-14 00,14,2023-12-12 06,2023-12-14 06,57.5,161.5,952.0,47.9,650.0,8.473,60.5,51.1,78.7,444.0,28.8,580.0,5.422,44.1,981.3,50.25,-29.299999999999955,12,2023
1128,0,,3,2023-12-12 18,2023-12-13 06,43.0,199.5,997.9,19.0,440.0,4.291,36.5,45.4,69.2,231.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1129,0,,3,2023-12-14 00,2023-12-14 00,57.75,211.5,984.4,18.9,800.0,3.143,28.6,33.7,52.3,422.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1132,0,,14,2023-12-15 06,2023-12-16 00,34.75,222.0,981.1,30.2,590.0,5.592,51.8,45.7,73.5,319.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1135,0,,3,2023-12-16 06,2023-12-16 18,57.75,195.5,978.3,28.5,570.0,5.469,42.1,42.2,56.4,183.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1136,0,,3,2023-12-16 18,2023-12-17 06,46.5,149.25,971.3,34.2,470.0,7.527,54.1,42.2,64.0,125.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1137,1,2023-12-17 18,9,2023-12-17 12,2023-12-17 18,49.75,156.25,963.8,38.8,620.0,7.043,54.6,44.7,71.6,366.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1138,0,,6,2023-12-18 00,2023-12-19 00,48.0,218.5,985.9,19.7,520.0,3.984,34.6,41.8,58.9,213.0,15.4,340.0,4.335,33.0,998.6,47.75,-12.700000000000045,12,2023
1139,0,,7,2023-12-19 00,2023-12-19 06,57.5,180.25,973.0,21.9,780.0,3.681,32.6,37.9,53.0,466.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1140,1,2023-12-21 12,12,2023-12-20 18,2023-12-23 00,51.0,200.25,966.0,28.6,880.0,4.623,42.4,50.7,81.0,474.0,37.3,640.0,6.509,52.6,967.1,48.25,-1.1000000000000227,12,2023
1144,0,,11,2023-12-22 12,2023-12-24 18,52.25,177.0,982.2,18.4,610.0,3.401,30.5,39.7,57.1,362.0,23.2,450.0,5.174,38.8,982.4,54.5,-0.1999999999999318,12,2023
1145,0,,4,2023-12-22 18,2023-12-23 06,47.5,148.0,1000.0,18.2,330.0,5.37,38.1,39.3,60.2,173.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1146,1,2023-12-24 00,3,2023-12-23 12,2023-12-24 00,55.25,214.25,954.8,38.7,690.0,6.598,51.6,49.2,71.3,309.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1150,0,,3,2023-12-24 12,2023-12-25 00,44.75,213.75,973.0,26.2,620.0,4.738,42.3,41.5,60.4,477.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1151,0,,3,2023-12-25 00,2023-12-25 06,51.0,192.5,979.0,16.1,320.0,4.915,34.8,37.9,54.6,140.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1152,1,2023-12-25 18,5,2023-12-25 06,2023-12-25 18,52.75,221.75,967.7,30.2,630.0,5.333,43.6,43.9,62.9,487.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1153,1,2023-12-26 00,4,2023-12-25 12,2023-12-26 00,43.5,201.25,978.2,21.2,550.0,4.151,37.6,49.2,81.0,483.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1158,1,2023-12-27 06,12,2023-12-26 12,2023-12-28 00,38.5,207.0,972.8,31.0,520.0,6.206,51.8,53.0,80.3,239.0,29.0,400.0,7.099,51.4,981.7,40.25,-8.900000000000091,12,2023
1159,0,,8,2023-12-27 00,2023-12-27 00,41.25,214.75,963.3,36.6,580.0,6.839,56.0,49.5,78.4,453.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1161,1,2023-12-27 06,9,2023-12-27 00,2023-12-27 18,49.25,166.0,960.5,41.7,410.0,10.223,62.7,52.9,79.7,111.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1163,0,,12,2023-12-29 06,2023-12-29 12,56.25,181.5,964.8,32.8,720.0,5.44,44.5,41.1,61.7,392.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1165,0,,3,2023-12-29 18,2023-12-30 00,54.75,222.75,984.8,21.1,550.0,4.026,33.5,38.4,54.4,467.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1168,1,2023-12-31 12,12,2023-12-30 12,2024-01-01 06,50.0,206.75,957.8,44.8,410.0,10.932,65.4,48.9,74.7,89.0,32.8,420.0,7.69,54.8,975.9,41.25,-18.100000000000023,1,2023
1169,0,,3,2023-12-30 18,2023-12-31 00,40.25,221.5,996.5,20.4,220.0,8.863,47.8,45.5,65.7,89.0,nan,nan,nan,nan,nan,nan,nan,12,2023
1170,1,2024-01-02 06,21,2023-12-31 12,2024-01-03 00,51.25,191.25,938.3,49.8,660.0,8.686,64.1,52.4,77.1,307.0,34.2,610.0,6.212,50.9,958.8,46.25,-20.5,1,2023
1171,0,,6,2024-01-01 00,2024-01-02 06,53.0,170.25,977.5,16.2,520.0,3.405,29.4,37.9,55.0,450.0,17.2,690.0,2.955,27.0,982.5,55.5,-5.0,1,2023
1172,0,,3,2024-01-02 12,2024-01-02 18,48.75,228.5,994.4,22.1,520.0,4.41,37.1,37.3,55.4,183.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1174,1,2024-01-04 18,14,2024-01-04 00,2024-01-07 06,58.0,189.0,947.5,44.6,700.0,7.544,56.3,50.5,79.9,447.0,40.7,610.0,7.385,56.2,954.6,50.0,-7.100000000000023,1,2023
1175,0,,5,2024-01-05 00,2024-01-05 00,51.25,213.0,985.3,18.5,240.0,7.418,41.9,46.0,63.0,123.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1176,1,2024-01-09 00,12,2024-01-08 06,2024-01-09 06,46.25,173.5,964.7,40.1,430.0,9.404,61.2,58.4,84.7,195.0,17.8,530.0,3.56,35.0,988.9,38.25,-24.199999999999932,1,2023
1177,1,2024-01-09 06,3,2024-01-08 18,2024-01-09 06,51.5,230.0,979.9,32.7,570.0,6.178,48.0,45.1,64.1,283.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1178,0,,6,2024-01-09 00,2024-01-10 00,31.0,199.5,993.7,17.3,820.0,2.76,35.3,46.9,68.7,479.0,19.7,530.0,3.827,40.3,998.2,30.5,-4.5,1,2023
1181,0,,7,2024-01-10 12,2024-01-11 12,51.0,200.75,980.9,23.3,550.0,4.451,37.3,39.0,61.5,222.0,17.9,660.0,3.087,32.1,991.2,41.0,-10.300000000000068,1,2023
1182,0,,3,2024-01-11 00,2024-01-11 12,48.75,170.75,975.6,24.2,490.0,5.115,40.9,38.5,58.7,117.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1184,1,2024-01-12 06,10,2024-01-11 12,2024-01-12 18,48.25,191.25,968.0,33.0,510.0,6.769,50.8,49.4,72.1,249.0,22.7,330.0,6.621,47.2,982.3,36.5,-14.299999999999955,1,2023
1185,0,,4,2024-01-11 18,2024-01-12 00,51.25,181.75,972.7,20.2,580.0,3.819,33.4,36.4,53.1,170.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1187,0,,3,2024-01-12 18,2024-01-13 06,49.75,156.0,985.1,22.1,530.0,4.383,36.8,37.7,52.2,479.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1189,0,,4,2024-01-13 12,2024-01-13 18,45.0,231.0,991.2,30.5,500.0,6.116,48.1,37.0,57.0,129.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1191,1,2024-01-14 18,9,2024-01-14 06,2024-01-15 06,38.5,204.5,974.7,30.7,510.0,6.329,52.2,46.3,64.8,287.0,18.4,550.0,3.503,34.2,992.5,40.25,-17.799999999999955,1,2023
1194,0,,3,2024-01-14 18,2024-01-15 06,57.25,179.5,982.3,22.9,620.0,4.021,33.7,40.2,63.8,218.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1196,0,,3,2024-01-14 18,2024-01-15 06,45.5,146.25,984.3,23.6,420.0,5.653,43.1,40.7,61.0,65.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1198,1,2024-01-15 18,4,2024-01-15 12,2024-01-15 18,36.75,180.25,980.4,30.0,370.0,7.852,54.8,50.3,75.7,107.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1200,0,,4,2024-01-16 00,2024-01-16 00,50.0,157.5,980.6,25.7,590.0,4.753,40.1,38.6,55.5,490.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1201,0,,6,2024-01-16 18,2024-01-17 00,39.0,206.75,976.7,22.5,310.0,7.128,47.7,39.0,51.8,122.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1202,1,2024-01-17 06,18,2024-01-16 18,2024-01-18 00,37.5,167.75,963.8,39.2,550.0,7.578,60.9,53.8,86.4,337.0,23.1,570.0,4.349,43.0,986.6,34.5,-22.800000000000068,1,2023
1203,0,,4,2024-01-16 18,2024-01-17 00,44.25,229.25,995.9,19.4,550.0,3.638,33.8,32.9,47.5,140.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1204,0,,13,2024-01-18 00,2024-01-20 00,49.5,206.25,967.6,30.2,430.0,7.087,49.5,46.5,64.7,466.0,29.4,690.0,5.084,44.5,972.4,48.25,-4.7999999999999545,1,2023
1209,0,,12,2024-01-21 06,2024-01-22 06,49.75,196.25,963.4,28.4,480.0,6.114,46.0,41.1,56.7,208.0,20.2,740.0,3.309,32.7,968.2,46.25,-4.800000000000068,1,2023
1211,0,,10,2024-01-22 18,2024-01-23 00,39.25,201.5,971.1,22.0,420.0,5.276,43.0,43.9,62.2,106.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1213,0,,3,2024-01-23 06,2024-01-23 18,45.75,144.75,989.6,21.4,640.0,3.811,35.8,40.0,60.2,495.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1214,0,,13,2024-01-24 00,2024-01-24 18,46.25,149.25,970.4,33.9,630.0,5.955,49.8,45.0,62.0,482.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1215,0,,13,2024-01-24 06,2024-01-25 12,42.0,201.0,964.6,31.6,620.0,5.648,49.4,40.3,60.3,419.0,25.1,520.0,5.042,45.6,975.5,36.5,-10.899999999999977,1,2023
1216,0,,3,2024-01-26 18,2024-01-27 06,57.0,218.5,977.6,23.4,670.0,4.027,34.3,29.3,51.3,136.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1217,0,,3,2024-01-28 00,2024-01-28 06,48.75,210.25,972.4,16.8,720.0,2.904,28.5,30.4,39.9,498.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1218,0,,3,2024-01-28 06,2024-01-28 18,45.25,215.5,965.7,24.1,800.0,3.985,39.0,43.2,61.9,493.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1219,0,,3,2024-01-29 00,2024-01-29 12,57.75,216.0,960.7,29.4,920.0,4.567,40.1,44.4,63.2,297.0,nan,nan,nan,nan,nan,nan,nan,1,2023
1220,1,2024-01-31 00,15,2024-01-29 18,2024-01-31 06,42.25,222.75,961.7,36.3,740.0,6.067,54.5,49.3,71.5,490.0,35.3,390.0,8.898,59.1,965.0,40.5,-3.2999999999999545,1,2023
1221,1,2024-02-03 00,13,2024-01-31 06,2024-02-02 18,57.0,170.0,966.7,31.8,530.0,6.337,46.4,53.5,78.9,369.0,29.3,600.0,5.312,42.4,977.1,54.75,-10.399999999999977,2,2023
1224,1,2024-02-02 00,5,2024-02-01 00,2024-02-02 00,46.5,161.0,969.0,30.2,570.0,5.766,47.2,50.1,83.0,369.0,19.6,410.0,4.836,38.0,994.9,46.5,-25.899999999999977,2,2023
1226,0,,3,2024-02-02 00,2024-02-02 12,45.75,169.25,956.9,37.1,470.0,8.116,57.2,50.7,81.9,447.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1227,0,,4,2024-02-02 12,2024-02-02 18,50.5,175.5,958.7,31.7,740.0,5.492,47.1,44.7,65.0,76.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1228,0,,3,2024-02-02 12,2024-02-02 12,47.25,229.5,991.4,17.1,490.0,3.527,31.3,41.0,57.8,291.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1230,0,,4,2024-02-03 12,2024-02-03 12,52.0,184.75,970.9,27.2,810.0,4.491,40.4,42.0,58.5,337.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1231,0,,7,2024-02-03 18,2024-02-03 18,57.0,177.0,975.9,24.2,790.0,3.941,34.8,45.3,66.6,476.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1232,1,2024-02-04 06,11,2024-02-03 18,2024-02-05 00,50.5,182.5,964.5,33.2,470.0,7.373,52.0,49.0,73.5,256.0,20.1,340.0,5.757,41.0,980.1,45.25,-15.600000000000023,2,2023
1234,0,,4,2024-02-04 06,2024-02-04 18,49.25,160.0,987.5,17.4,610.0,3.178,29.7,36.9,51.8,368.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1235,0,,6,2024-02-04 12,2024-02-05 00,38.25,234.5,979.7,33.0,480.0,7.026,55.0,40.9,66.9,235.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1236,0,,4,2024-02-05 18,2024-02-06 12,33.0,163.0,990.2,16.9,490.0,3.538,36.2,45.5,58.2,375.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1237,1,2024-02-06 12,5,2024-02-06 00,2024-02-07 00,57.5,187.0,960.1,36.6,690.0,6.193,48.4,50.4,66.1,350.0,19.7,330.0,5.927,41.7,980.2,44.25,-20.100000000000023,2,2023
1238,0,,4,2024-02-06 18,2024-02-07 12,38.5,180.25,977.4,27.3,550.0,5.206,46.5,49.1,68.7,463.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1240,0,,12,2024-02-07 18,2024-02-09 12,55.0,201.5,964.7,31.2,690.0,5.297,43.6,51.9,74.3,496.0,35.7,590.0,6.544,52.4,966.7,46.25,-2.0,2,2023
1241,0,,5,2024-02-11 06,2024-02-12 06,49.25,201.75,981.1,26.1,460.0,5.754,43.6,43.1,67.4,184.0,15.4,330.0,4.509,36.0,996.2,38.5,-15.100000000000023,2,2023
1242,0,,10,2024-02-11 12,2024-02-12 18,42.25,169.0,979.7,28.1,420.0,6.691,49.5,46.4,71.6,168.0,21.7,390.0,5.423,42.4,991.8,40.5,-12.099999999999909,2,2023
1244,0,,6,2024-02-12 12,2024-02-12 18,51.5,198.0,977.8,25.4,470.0,5.511,41.9,40.1,55.2,75.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1245,0,,10,2024-02-12 18,2024-02-13 00,42.5,208.0,982.1,23.2,450.0,5.208,42.4,51.0,71.8,86.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1246,0,,3,2024-02-13 00,2024-02-13 12,42.75,189.0,982.0,15.8,390.0,4.037,33.9,36.3,50.5,116.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1248,1,2024-02-14 12,3,2024-02-14 12,2024-02-14 18,37.25,195.0,966.6,32.2,620.0,5.757,52.3,49.0,77.2,292.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1249,0,,4,2024-02-14 18,2024-02-15 06,41.75,204.0,964.6,29.5,690.0,5.158,47.6,40.9,59.6,83.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1250,0,,4,2024-02-14 18,2024-02-14 18,43.75,229.0,999.2,15.3,540.0,2.914,28.5,30.7,44.6,241.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1251,0,,6,2024-02-15 00,2024-02-15 18,54.25,175.0,989.1,21.1,440.0,4.726,36.1,35.0,51.5,309.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1252,0,,3,2024-02-15 18,2024-02-15 18,41.5,209.5,971.5,24.5,860.0,4.066,41.9,40.5,56.1,391.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1253,1,2024-02-16 12,19,2024-02-15 18,2024-02-17 00,51.0,167.75,951.3,57.6,520.0,11.688,73.6,54.6,83.9,280.0,26.6,530.0,5.276,44.7,988.3,43.0,-37.0,2,2023
1254,0,,4,2024-02-16 06,2024-02-16 06,52.75,202.0,983.6,19.1,590.0,3.483,30.8,34.4,50.6,495.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1255,0,,8,2024-02-16 12,2024-02-16 12,43.5,215.5,976.0,21.5,940.0,3.485,36.8,35.8,48.2,484.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1256,0,,4,2024-02-17 12,2024-02-18 00,38.0,216.75,985.6,20.4,480.0,4.373,39.7,53.0,73.0,259.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1257,0,,5,2024-02-18 06,2024-02-19 06,39.5,186.0,996.4,16.7,350.0,4.625,37.1,50.2,70.1,154.0,16.4,440.0,3.72,37.4,999.8,30.25,-3.3999999999999773,2,2023
1258,0,,8,2024-02-18 12,2024-02-18 12,38.75,223.0,985.2,22.9,580.0,4.282,40.9,44.1,64.6,449.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1260,0,,10,2024-02-19 18,2024-02-21 00,55.5,164.25,955.7,41.5,590.0,7.602,55.0,52.0,74.7,464.0,19.7,730.0,3.256,30.2,985.8,53.0,-30.09999999999991,2,2023
1261,0,,3,2024-02-20 00,2024-02-20 12,56.75,204.0,975.2,20.9,520.0,4.377,34.9,35.9,51.5,222.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1262,0,,6,2024-02-21 06,2024-02-21 06,47.75,214.0,993.4,18.5,430.0,4.244,34.7,43.2,64.3,150.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1263,0,,3,2024-02-23 00,2024-02-23 00,29.25,187.25,1002.5,18.0,520.0,3.564,38.7,35.0,48.4,172.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1264,0,,6,2024-02-23 18,2024-02-24 00,34.0,225.75,995.3,24.9,410.0,6.018,48.7,39.7,58.2,334.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1265,0,,11,2024-02-24 06,2024-02-26 18,57.75,194.5,989.3,27.5,570.0,5.231,40.6,39.0,64.9,406.0,22.1,530.0,4.415,36.0,997.2,53.75,-7.900000000000091,2,2023
