track,hf,onset,n,start,peak_when,peak_lat,peak_lon,min_p,peak_depth,peak_scale_km,peak_grad,peak_vg_kt,max_wind_kt,max_gust_kt,peak_wind_dist_km,pre_depth,pre_scale_km,pre_grad,pre_vg_kt,pre_p,pre_lat,deepen24,month,season
1266,0,,3,2024-02-25 06,2024-02-25 12,55.75,226.25,990.8,25.2,570.0,4.765,38.3,39.6,58.5,137.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1267,1,2024-02-27 00,17,2024-02-26 00,2024-02-27 12,39.25,152.25,967.1,46.4,490.0,9.807,68.7,46.8,74.2,210.0,28.9,540.0,5.684,51.1,985.8,34.5,-18.699999999999932,2,2023
1270,0,,4,2024-02-28 06,2024-02-28 06,57.75,217.5,972.4,34.4,610.0,6.221,47.2,38.1,55.5,175.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1271,0,,5,2024-02-29 18,2024-03-01 06,55.75,163.25,978.0,25.7,810.0,4.186,37.0,43.7,63.3,473.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1272,0,,5,2024-02-29 18,2024-02-29 18,53.0,221.25,983.7,20.4,1100.0,3.313,32.7,32.9,43.3,497.0,nan,nan,nan,nan,nan,nan,nan,2,2023
1273,0,,5,2024-03-01 00,2024-03-01 00,57.75,212.5,984.2,29.4,500.0,6.07,44.1,40.5,60.5,464.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1274,1,2024-03-01 06,11,2024-03-01 06,2024-03-02 06,45.5,161.75,978.6,23.9,260.0,8.869,49.7,43.3,69.1,86.0,31.5,310.0,9.795,58.5,979.7,38.25,-1.1000000000000227,3,2023
1279,0,,3,2024-03-03 00,2024-03-03 06,47.75,202.25,997.9,17.0,330.0,4.971,36.1,37.6,49.9,126.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1280,0,,3,2024-03-03 06,2024-03-03 06,47.5,234.0,995.9,15.7,820.0,2.48,25.9,23.6,30.7,230.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1281,0,,3,2024-03-03 12,2024-03-03 12,55.5,163.5,983.3,15.1,980.0,2.447,24.1,29.4,40.8,483.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1282,0,,9,2024-03-04 06,2024-03-05 06,48.0,165.25,981.7,25.5,490.0,5.352,42.5,47.3,68.4,293.0,15.3,240.0,6.084,38.3,994.8,43.25,-13.099999999999909,3,2023
1283,0,,8,2024-03-05 06,2024-03-06 12,57.75,216.0,984.2,28.1,430.0,6.501,44.5,40.7,58.3,182.0,21.4,310.0,6.66,42.2,992.8,52.75,-8.599999999999909,3,2023
1284,0,,8,2024-03-05 18,2024-03-06 18,50.5,186.75,981.3,28.4,520.0,5.704,44.4,43.5,61.3,144.0,15.3,490.0,3.284,29.8,993.4,46.5,-12.100000000000023,3,2023
1285,1,2024-03-08 06,15,2024-03-06 00,2024-03-08 06,51.75,168.75,950.2,54.4,500.0,11.247,70.5,55.8,74.2,265.0,34.2,540.0,6.655,52.5,974.9,44.25,-24.699999999999932,3,2023
1286,0,,6,2024-03-07 12,2024-03-08 06,54.25,217.5,973.5,31.7,660.0,5.556,45.0,39.9,60.8,431.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1287,1,2024-03-08 12,10,2024-03-08 06,2024-03-08 18,37.5,151.25,967.6,40.8,300.0,13.056,69.2,56.2,82.9,124.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1288,0,,4,2024-03-09 00,2024-03-09 18,47.75,221.5,980.4,23.9,690.0,4.045,37.4,44.8,66.6,421.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1292,1,2024-03-11 12,14,2024-03-10 12,2024-03-12 06,47.75,180.5,973.5,31.5,600.0,5.729,47.2,49.4,74.9,433.0,23.5,390.0,6.053,44.3,982.3,45.0,-8.799999999999955,3,2023
1293,0,,7,2024-03-10 18,2024-03-11 12,52.25,216.5,970.9,25.8,660.0,4.513,38.8,41.1,56.8,386.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1294,0,,3,2024-03-10 18,2024-03-11 06,50.75,160.75,988.9,17.0,380.0,4.54,34.5,36.5,48.4,175.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1295,1,2024-03-13 06,14,2024-03-12 18,2024-03-13 18,47.25,157.25,950.7,53.2,610.0,9.543,68.7,57.2,83.8,401.0,30.3,480.0,6.434,51.5,980.5,39.0,-29.799999999999955,3,2023
1297,0,,9,2024-03-15 00,2024-03-16 00,46.75,211.0,984.2,26.0,430.0,6.095,45.3,37.0,55.7,203.0,16.5,700.0,2.791,29.7,997.9,41.75,-13.699999999999932,3,2023
1298,0,,4,2024-03-15 18,2024-03-16 06,47.5,173.25,987.2,21.2,270.0,7.54,44.9,43.8,59.5,125.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1300,1,2024-03-16 18,17,2024-03-15 18,2024-03-17 06,42.5,169.75,973.1,33.2,600.0,6.041,51.2,51.6,77.8,307.0,23.6,370.0,6.292,46.0,985.6,41.0,-12.5,3,2023
1303,0,,8,2024-03-17 18,2024-03-19 06,45.5,157.25,975.7,27.7,790.0,4.419,42.1,44.1,60.1,451.0,25.6,550.0,4.946,42.6,982.0,44.25,-6.2999999999999545,3,2023
1304,0,,5,2024-03-19 18,2024-03-19 18,45.25,156.0,976.3,26.4,630.0,4.661,41.8,41.0,58.0,308.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1305,1,2024-03-21 00,7,2024-03-20 12,2024-03-21 06,36.75,153.0,971.0,31.6,530.0,6.258,53.2,49.9,75.7,206.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1308,0,,7,2024-03-22 00,2024-03-23 12,45.0,233.25,995.6,16.3,730.0,2.846,29.3,35.6,50.5,412.0,19.5,530.0,3.822,36.0,999.6,40.75,-4.0,3,2023
1311,0,,5,2024-03-23 00,2024-03-23 00,46.5,178.5,975.7,24.1,800.0,3.88,37.7,35.7,48.3,402.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1312,0,,10,2024-03-23 00,2024-03-24 06,55.0,194.0,975.5,21.5,830.0,3.52,32.4,34.3,47.1,479.0,21.1,630.0,3.753,33.2,981.9,52.5,-6.399999999999977,3,2023
1313,0,,5,2024-03-24 12,2024-03-25 06,50.25,148.25,994.9,20.0,510.0,4.08,34.4,30.4,45.7,294.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1314,0,,4,2024-03-25 18,2024-03-26 06,49.5,157.5,992.6,18.8,500.0,3.812,32.7,34.1,47.0,91.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1315,0,,13,2024-03-26 12,2024-03-29 06,55.5,190.25,977.3,31.1,570.0,5.928,45.3,45.1,63.5,334.0,26.0,540.0,5.108,42.4,980.3,47.25,-3.0,3,2023
1316,0,,12,2024-03-26 12,2024-03-27 12,48.0,223.25,979.0,31.9,550.0,6.131,48.4,39.4,57.0,281.0,15.2,450.0,3.387,30.2,998.3,45.5,-19.299999999999955,3,2023
1317,0,,3,2024-03-26 18,2024-03-27 06,46.5,185.5,993.4,17.1,510.0,3.421,31.0,34.9,46.6,421.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1319,0,,7,2024-03-29 06,2024-03-30 00,38.25,233.75,993.1,20.8,490.0,4.38,39.9,38.0,54.4,266.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1321,1,2024-03-31 00,4,2024-03-30 06,2024-03-31 00,57.25,204.0,970.3,34.5,530.0,6.913,49.4,50.5,70.6,204.0,nan,nan,nan,nan,nan,nan,nan,3,2023
1322,0,,5,2024-03-31 18,2024-04-01 06,53.25,159.75,985.2,24.3,560.0,4.601,37.7,32.2,44.2,233.0,nan,nan,nan,nan,nan,nan,nan,4,2023
1324,1,2024-04-02 00,7,2024-04-01 12,2024-04-02 12,53.0,168.0,951.0,49.8,560.0,9.6,65.0,53.2,76.7,245.0,29.5,500.0,6.043,49.5,981.3,40.25,-30.299999999999955,4,2023
1325,1,2024-04-06 00,16,2024-04-04 00,2024-04-06 00,53.5,174.25,964.9,45.6,500.0,9.432,61.9,50.8,70.2,222.0,27.1,460.0,6.0,46.3,987.6,45.0,-22.700000000000045,4,2023
1326,0,,6,2024-04-07 00,2024-04-07 18,57.25,216.5,986.3,18.5,540.0,3.685,30.6,34.7,47.5,274.0,nan,nan,nan,nan,nan,nan,nan,4,2023
1327,0,,4,2024-04-07 18,2024-04-08 00,56.25,144.0,997.5,23.7,430.0,5.628,40.4,36.7,46.6,174.0,nan,nan,nan,nan,nan,nan,nan,4,2023
1328,0,,3,2024-04-09 06,2024-04-09 18,49.75,153.0,989.3,24.3,610.0,4.396,38.2,38.8,59.1,485.0,nan,nan,nan,nan,nan,nan,nan,4,2023
1329,0,,3,2024-04-10 00,2024-04-10 12,57.0,163.5,973.9,29.8,770.0,4.823,40.8,39.3,53.4,475.0,nan,nan,nan,nan,nan,nan,nan,4,2023
1330,0,,3,2024-04-10 18,2024-04-10 18,57.25,164.5,962.5,40.5,580.0,7.502,53.7,46.8,63.7,436.0,nan,nan,nan,nan,nan,nan,nan,4,2023
1332,0,,11,2024-04-12 06,2024-04-12 06,29.25,190.75,994.7,26.1,500.0,5.402,50.7,39.9,57.0,364.0,nan,nan,nan,nan,nan,nan,nan,4,2023
1333,0,,6,2024-04-13 06,2024-04-14 00,43.25,158.25,994.9,25.4,370.0,6.737,47.5,38.9,54.6,121.0,nan,nan,nan,nan,nan,nan,nan,4,2023
1334,0,,6,2024-04-14 12,2024-04-15 06,53.5,183.0,989.1,28.7,420.0,6.824,46.8,41.7,60.2,403.0,nan,nan,nan,nan,nan,nan,nan,4,2023
1335,0,,12,2024-04-15 06,2024-04-16 18,37.25,157.25,993.5,22.5,440.0,5.083,43.3,36.5,51.3,322.0,19.1,470.0,4.087,38.6,999.8,35.25,-6.2999999999999545,4,2023
1336,0,,4,2024-04-15 06,2024-04-16 00,41.5,204.5,1002.8,17.8,510.0,3.554,33.5,35.8,50.9,210.0,nan,nan,nan,nan,nan,nan,nan,4,2023
1337,0,,13,2024-04-17 00,2024-04-17 18,54.25,201.75,991.6,25.4,850.0,4.011,36.5,37.5,58.0,499.0,nan,nan,nan,nan,nan,nan,nan,4,2023
1338,1,2024-04-19 06,11,2024-04-18 18,2024-04-19 06,37.0,148.0,974.6,34.8,390.0,8.817,60.1,46.9,74.1,139.0,nan,nan,nan,nan,nan,nan,nan,4,2023
1341,0,,3,2024-04-21 00,2024-04-21 12,56.0,173.75,999.4,15.2,550.0,2.875,25.3,36.7,53.0,481.0,nan,nan,nan,nan,nan,nan,nan,4,2023
1342,0,,5,2024-04-21 18,2024-04-22 18,54.75,176.5,974.3,32.2,650.0,5.519,44.5,40.6,55.1,456.0,15.0,720.0,2.616,26.9,989.8,46.25,-15.5,4,2023
1344,0,,3,2024-04-22 12,2024-04-22 18,53.5,213.75,1000.8,17.6,380.0,4.445,33.4,33.9,45.6,212.0,nan,nan,nan,nan,nan,nan,nan,4,2023
1345,0,,14,2024-04-23 00,2024-04-23 18,54.75,181.75,967.2,36.0,630.0,6.427,49.6,41.4,59.8,445.0,nan,nan,nan,nan,nan,nan,nan,4,2023
1346,0,,5,2024-04-26 18,2024-04-27 12,55.0,202.5,991.4,21.1,480.0,4.485,35.3,32.5,46.4,244.0,nan,nan,nan,nan,nan,nan,nan,4,2023
1347,0,,11,2024-04-27 00,2024-04-28 06,55.0,223.75,988.9,19.8,480.0,4.367,34.6,35.5,47.1,143.0,16.4,380.0,4.225,32.7,996.2,50.75,-7.300000000000068,4,2023
1349,0,,10,2024-04-28 12,2024-04-30 06,52.25,169.25,967.3,43.4,490.0,9.011,60.0,42.3,58.9,167.0,18.7,500.0,3.874,34.6,990.1,44.25,-22.800000000000068,4,2023
1352,1,2024-10-01 00,6,2024-10-01 00,2024-10-01 00,54.25,216.0,960.7,54.1,460.0,11.919,70.6,51.0,82.0,90.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1354,0,,4,2024-10-01 18,2024-10-01 18,39.5,145.25,991.4,21.5,220.0,9.263,49.3,47.3,70.6,102.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1355,1,2024-10-03 06,3,2024-10-02 18,2024-10-03 06,57.75,168.5,963.8,40.3,460.0,8.915,56.9,48.9,73.5,256.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1356,0,,3,2024-10-04 00,2024-10-04 06,50.5,228.5,987.1,23.0,230.0,9.448,48.4,36.7,57.1,45.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1357,0,,4,2024-10-05 18,2024-10-05 18,58.0,195.5,968.5,27.4,720.0,4.653,38.9,32.7,42.8,495.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1359,0,,10,2024-10-06 06,2024-10-07 00,55.25,208.5,973.6,26.0,640.0,4.637,38.6,31.4,43.2,342.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1360,0,,6,2024-10-09 12,2024-10-10 18,55.5,185.75,986.3,25.2,750.0,4.11,36.1,37.2,52.3,489.0,19.1,550.0,3.721,30.9,994.6,57.75,-8.300000000000068,10,2024
1361,0,,7,2024-10-09 12,2024-10-10 18,44.5,216.25,989.8,25.6,520.0,5.057,42.6,39.1,54.3,279.0,18.5,500.0,3.748,33.1,997.4,46.5,-7.600000000000023,10,2024
1362,1,2024-10-11 12,15,2024-10-09 18,2024-10-11 12,46.25,153.0,974.4,46.2,240.0,18.441,75.3,50.2,77.1,158.0,22.9,480.0,4.824,42.6,993.0,38.0,-18.600000000000023,10,2024
1364,0,,17,2024-10-11 06,2024-10-11 18,55.5,201.5,958.9,42.5,580.0,8.004,56.9,44.2,65.3,461.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1365,0,,3,2024-10-12 18,2024-10-13 00,53.25,145.25,999.1,19.0,460.0,4.114,33.1,39.3,52.6,201.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1366,0,,4,2024-10-13 18,2024-10-14 00,52.75,161.25,993.9,22.0,560.0,4.108,34.7,33.3,45.7,58.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1369,0,,6,2024-10-15 18,2024-10-16 00,50.5,188.25,998.2,18.3,500.0,3.774,32.2,30.5,47.5,343.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1370,0,,4,2024-10-16 00,2024-10-16 18,57.25,153.5,987.6,27.5,540.0,5.317,40.8,46.3,69.0,124.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1371,0,,3,2024-10-18 12,2024-10-18 18,53.0,226.75,989.1,22.6,610.0,4.079,35.1,40.4,62.0,186.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1373,0,,3,2024-10-19 06,2024-10-19 18,55.25,156.5,979.2,26.6,800.0,4.345,38.2,42.5,67.7,491.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1377,0,,11,2024-10-23 06,2024-10-25 12,40.25,224.25,990.6,19.7,420.0,4.789,39.9,44.2,67.4,204.0,23.7,470.0,5.084,44.6,997.5,36.25,-6.899999999999977,10,2024
1378,0,,5,2024-10-24 00,2024-10-24 12,54.25,147.5,981.2,36.9,490.0,7.781,53.5,39.6,60.1,494.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1379,0,,4,2024-10-24 00,2024-10-24 18,56.5,204.0,995.6,25.0,660.0,4.308,36.3,45.5,69.5,493.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1382,0,,11,2024-10-25 12,2024-10-26 06,51.75,216.25,962.0,44.6,510.0,9.111,61.4,43.7,63.8,182.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1384,0,,4,2024-10-25 18,2024-10-26 06,53.25,153.0,990.3,22.2,410.0,5.359,39.1,41.7,59.5,155.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1386,0,,4,2024-10-26 18,2024-10-27 06,55.25,168.75,989.2,17.5,700.0,3.063,28.0,36.3,51.8,491.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1387,0,,8,2024-10-26 18,2024-10-27 12,40.0,181.0,982.8,30.1,390.0,7.559,53.3,40.8,60.1,70.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1388,0,,13,2024-10-28 06,2024-10-29 18,55.25,167.25,950.2,56.4,630.0,9.902,68.0,48.2,70.0,473.0,29.8,520.0,5.997,46.0,979.8,51.0,-29.59999999999991,10,2024
1390,0,,3,2024-10-29 00,2024-10-29 12,57.0,213.5,977.6,32.4,650.0,5.615,44.4,39.5,54.9,376.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1391,0,,5,2024-10-30 06,2024-10-30 06,57.5,217.5,976.3,35.3,640.0,6.132,47.2,43.7,62.1,230.0,nan,nan,nan,nan,nan,nan,nan,10,2024
1392,1,2024-10-31 12,16,2024-10-30 06,2024-11-01 06,49.25,186.5,954.9,48.2,470.0,10.444,66.6,64.3,92.0,280.0,28.2,430.0,6.529,50.0,983.8,39.75,-28.899999999999977,11,2024
1393,0,,3,2024-10-31 18,2024-11-01 00,57.5,211.5,992.8,17.3,410.0,4.15,31.6,30.9,42.7,173.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1394,0,,8,2024-11-01 12,2024-11-01 18,54.75,172.0,983.7,17.4,670.0,3.02,27.6,35.1,50.7,473.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1397,1,2024-11-04 06,12,2024-11-03 06,2024-11-05 06,54.5,196.5,951.3,45.7,590.0,8.461,59.8,50.4,72.3,148.0,34.0,390.0,8.668,55.7,968.5,47.75,-17.200000000000045,11,2024
1398,0,,3,2024-11-04 06,2024-11-04 12,53.0,230.0,988.8,24.5,310.0,7.59,46.0,45.3,61.8,44.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1400,0,,4,2024-11-05 00,2024-11-05 18,47.5,174.0,989.9,18.4,560.0,3.467,31.7,42.1,66.5,474.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1402,0,,12,2024-11-06 06,2024-11-07 12,55.0,206.75,962.4,35.3,590.0,6.582,49.6,47.0,68.8,153.0,28.7,460.0,6.362,47.1,973.3,48.5,-10.899999999999977,11,2024
1403,0,,10,2024-11-07 00,2024-11-09 00,50.5,185.5,971.3,31.2,440.0,7.106,49.7,47.4,62.4,148.0,24.1,340.0,6.893,46.0,981.2,46.25,-9.900000000000091,11,2024
1404,0,,3,2024-11-07 06,2024-11-07 12,46.5,153.75,995.1,18.1,330.0,5.387,38.5,40.0,58.6,158.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1405,0,,5,2024-11-07 12,2024-11-08 00,46.25,166.25,978.2,29.3,310.0,9.07,53.5,44.4,64.7,86.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1408,0,,3,2024-11-09 18,2024-11-10 06,42.75,171.75,994.6,23.8,570.0,4.411,40.0,46.8,75.4,423.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1410,0,,6,2024-11-10 12,2024-11-10 12,55.75,211.25,964.1,37.3,660.0,6.509,50.3,42.5,61.0,485.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1411,0,,3,2024-11-10 12,2024-11-11 00,47.75,180.75,979.7,33.2,460.0,7.252,51.9,45.4,70.2,220.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1412,0,,6,2024-11-10 18,2024-11-11 12,55.75,152.75,974.0,35.1,560.0,6.682,49.3,43.7,67.0,242.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1414,1,2024-11-13 06,14,2024-11-11 12,2024-11-14 12,56.0,189.75,962.5,39.7,490.0,8.398,56.0,57.4,87.0,200.0,40.1,330.0,11.83,65.4,969.0,44.5,-6.5,11,2024
1415,0,,5,2024-11-11 18,2024-11-11 18,47.0,195.75,984.6,27.1,680.0,4.555,41.1,40.4,60.7,497.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1416,0,,6,2024-11-13 00,2024-11-13 06,51.25,227.25,978.2,27.4,660.0,4.789,41.0,38.3,57.6,244.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1417,0,,4,2024-11-13 06,2024-11-13 18,44.75,164.0,990.0,17.2,380.0,4.517,35.9,41.0,59.9,236.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1418,0,,9,2024-11-15 18,2024-11-16 06,46.0,161.25,995.7,27.8,340.0,7.883,50.4,40.2,59.6,313.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1420,0,,4,2024-11-17 06,2024-11-18 00,58.0,147.0,973.1,43.5,420.0,10.542,62.1,39.5,60.4,88.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1424,0,,3,2024-11-18 12,2024-11-18 18,55.0,159.25,991.9,19.3,660.0,3.397,30.3,37.5,62.5,224.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1426,1,2024-11-19 18,15,2024-11-19 06,2024-11-20 00,46.75,229.0,946.9,63.4,430.0,14.835,82.3,52.6,82.8,387.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1428,0,,9,2024-11-20 06,2024-11-21 12,45.0,175.25,994.1,22.7,420.0,5.4,41.8,41.3,62.7,259.0,15.1,470.0,3.301,31.1,1001.5,41.5,-7.399999999999977,11,2024
1429,1,2024-11-22 06,15,2024-11-21 00,2024-11-22 00,38.0,156.75,974.4,40.8,250.0,15.579,71.3,55.9,83.1,135.0,16.6,390.0,4.205,37.9,1001.1,33.5,-26.700000000000045,11,2024
1430,0,,4,2024-11-21 18,2024-11-22 00,40.25,188.25,996.0,18.7,520.0,3.77,35.6,37.1,50.7,362.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1431,0,,9,2024-11-22 06,2024-11-22 18,46.5,231.0,981.6,30.4,510.0,6.488,49.9,40.4,59.9,254.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1432,0,,5,2024-11-22 12,2024-11-23 06,57.0,174.0,987.8,29.6,600.0,5.358,42.1,37.3,51.1,475.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1433,0,,5,2024-11-22 18,2024-11-23 18,47.75,154.75,991.7,23.6,580.0,4.302,37.7,41.4,58.1,385.0,17.1,370.0,4.557,35.1,1001.0,47.75,-9.299999999999955,11,2024
1435,0,,10,2024-11-24 00,2024-11-24 06,48.25,153.25,985.5,31.1,540.0,6.001,47.3,37.9,53.5,308.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1437,0,,3,2024-11-25 06,2024-11-25 18,48.0,186.75,992.1,18.7,840.0,2.934,29.8,29.0,38.8,481.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1442,0,,3,2024-11-26 18,2024-11-26 18,53.0,172.25,993.6,17.3,700.0,2.935,27.5,36.9,51.1,334.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1445,0,,10,2024-11-28 00,2024-11-28 00,42.0,183.25,971.6,33.5,620.0,6.01,51.7,47.3,72.4,187.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1446,0,,5,2024-11-28 18,2024-11-29 06,55.5,227.5,1005.4,21.9,460.0,4.798,36.7,27.7,44.7,475.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1447,0,,5,2024-11-29 18,2024-11-30 00,49.0,144.75,975.7,21.8,540.0,4.282,36.6,30.8,44.6,139.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1448,1,2024-11-30 12,15,2024-11-30 06,2024-11-30 18,43.5,176.25,972.5,26.6,350.0,7.431,49.7,50.8,74.4,140.0,nan,nan,nan,nan,nan,nan,nan,11,2024
1450,0,,6,2024-12-01 00,2024-12-02 00,45.0,203.5,975.7,17.6,460.0,4.003,34.5,37.9,52.3,126.0,15.6,530.0,3.23,31.4,982.8,41.75,-7.099999999999909,12,2024
1451,0,,3,2024-12-01 00,2024-12-01 00,50.0,152.0,984.6,16.6,790.0,2.817,27.9,34.0,48.4,497.0,nan,nan,nan,nan,nan,nan,nan,12,2024
1452,0,,6,2024-12-02 18,2024-12-03 18,55.0,208.0,969.5,27.0,690.0,4.667,39.4,39.8,57.4,454.0,18.5,680.0,3.204,32.8,977.5,42.25,-8.0,12,2024
1454,0,,3,2024-12-04 18,2024-12-05 06,57.75,217.5,984.7,18.9,370.0,5.0,35.3,38.6,59.3,214.0,nan,nan,nan,nan,nan,nan,nan,12,2024
1456,0,,6,2024-12-05 06,2024-12-06 00,53.0,208.0,974.1,24.9,460.0,5.506,41.2,41.7,64.9,380.0,nan,nan,nan,nan,nan,nan,nan,12,2024
1457,0,,3,2024-12-05 12,2024-12-06 00,51.0,169.25,982.2,19.8,310.0,6.175,40.4,34.8,48.7,125.0,nan,nan,nan,nan,nan,nan,nan,12,2024
1459,0,,4,2024-12-05 18,2024-12-06 06,52.5,145.75,979.3,26.0,350.0,7.22,46.3,41.6,61.1,143.0,nan,nan,nan,nan,nan,nan,nan,12,2024
1460,0,,3,2024-12-06 06,2024-12-06 18,50.5,176.75,983.2,15.9,310.0,5.037,35.2,35.1,49.1,356.0,nan,nan,nan,nan,nan,nan,nan,12,2024
1461,0,,8,2024-12-06 06,2024-12-06 18,49.0,210.0,979.7,26.7,470.0,5.735,43.9,42.4,58.9,91.0,nan,nan,nan,nan,nan,nan,nan,12,2024
1462,1,2024-12-07 06,14,2024-12-06 06,2024-12-08 00,47.5,194.5,953.2,46.5,550.0,8.865,63.2,50.7,75.2,301.0,31.5,490.0,6.646,52.0,970.7,41.5,-17.5,12,2024
1463,0,,4,2024-12-06 18,2024-12-07 00,52.5,145.5,981.3,22.9,450.0,5.137,39.1,38.1,53.1,274.0,nan,nan,nan,nan,nan,nan,nan,12,2024
1464,0,,13,2024-12-06 18,2024-12-07 18,51.25,158.25,963.7,33.4,530.0,6.702,50.0,41.1,63.7,420.0,18.2,280.0,6.33,41.3,983.6,44.0,-19.899999999999977,12,2024
1465,1,2024-12-10 06,10,2024-12-09 00,2024-12-10 06,50.5,191.25,957.5,31.4,510.0,6.483,48.5,46.2,72.5,448.0,18.3,540.0,3.547,33.3,976.0,43.25,-18.5,12,2024
1466,0,,5,2024-12-09 12,2024-12-09 18,46.25,168.0,968.3,20.2,220.0,9.173,47.5,47.4,69.6,113.0,nan,nan,nan,nan,nan,nan,nan,12,2024
1467,0,,4,2024-12-11 18,2024-12-12 00,45.75,228.0,993.0,21.8,380.0,5.564,41.3,45.2,61.3,158.0,nan,nan,nan,nan,nan,nan,nan,12,2024
1468,0,,13,2024-12-12 00,2024-12-13 12,55.0,167.75,955.6,37.9,610.0,6.897,51.8,44.6,64.9,280.0,23.4,510.0,4.842,39.3,973.1,50.0,-17.5,12,2024
1469,0,,11,2024-12-12 06,2024-12-14 06,46.25,231.25,977.3,31.9,440.0,7.283,51.9,42.4,60.8,170.0,24.0,350.0,6.764,46.3,986.7,44.75,-9.400000000000091,12,2024
1470,1,2024-12-15 06,7,2024-12-13 18,2024-12-15 00,47.5,206.5,975.0,30.2,360.0,8.302,52.8,47.9,69.5,131.0,20.4,470.0,4.364,37.7,989.6,42.75,-14.600000000000023,12,2024
1471,1,2024-12-14 12,20,2024-12-14 00,2024-12-15 06,50.0,174.0,934.0,56.2,510.0,11.48,72.6,68.8,112.3,248.0,27.8,400.0,6.899,50.7,976.5,39.75,-42.5,12,2024
1472,0,,3,2024-12-14 12,2024-12-14 18,53.0,198.0,983.5,17.0,300.0,5.522,36.6,38.6,55.5,75.0,nan,nan,nan,nan,nan,nan,nan,12,2024
1475,0,,7,2024-12-16 00,2024-12-16 12,49.5,196.25,964.5,25.7,320.0,7.781,48.1,44.6,59.9,85.0,nan,nan,nan,nan,nan,nan,nan,12,2024
1476,0,,3,2024-12-16 00,2024-12-16 00,45.25,214.0,978.1,26.4,500.0,5.396,43.9,44.4,66.3,242.0,nan,nan,nan,nan,nan,nan,nan,12,2024
1480,0,,6,2024-12-17 06,2024-12-18 00,51.5,223.0,983.0,26.9,430.0,6.362,45.4,37.7,52.7,201.0,nan,nan,nan,nan,nan,nan,nan,12,2024
