label,id,when,lat,lon,p_centre,p_env,depth,fit_depth,scale_km,fit_rms,grad_hpa_per_100km,vg_kt,vgeo_kt,max_step_km,season,month,stratum,tend12,tend24,back_path_km
1,2023202414,2023-12-05 12,29.75,138.0,1003.4,1015.9,12.5,12.5,420.0,0.66,2.987,31.9,56.2,524.0,2023,12,t0142,-5.9,-9.0,1250.0
0,pool_2023121506_30_221,2023-12-15 06,30.5,221.25,998.2,1013.3,15.1,16.8,620.0,1.07,2.712,32.8,49.9,0.0,2023,12,t0142,-8.4,,636.0
0,pool_2023121512_34_222,2023-12-15 12,33.5,222.5,992.1,1011.6,19.5,22.8,680.0,1.28,3.359,37.8,56.8,0.0,2023,12,t0142,-8.5,,793.0
1,2023202415,2023-12-13 00,48.0,160.0,990.5,1014.1,23.6,25.3,570.0,1.16,4.437,38.4,55.7,306.0,2023,12,t0143,-7.6,-17.0,1573.0
0,pool_2023121812_49_212,2023-12-18 12,49.0,212.5,989.6,1010.9,21.2,21.0,410.0,0.96,5.116,38.9,63.3,0.0,2023,12,t0143,-9.0,,796.0
0,pool_2023121618_44_145,2023-12-16 18,44.25,144.75,989.2,1010.8,21.7,25.1,670.0,0.59,3.743,36.1,50.1,0.0,2023,12,t0143,-10.6,,913.0
0,pool_2023121206_52_213,2023-12-12 06,52.5,213.25,979.4,1001.3,21.9,27.7,780.0,1.07,3.553,33.0,41.8,0.0,2023,12,t0143,-9.0,,937.0
1,2023202416,2023-12-16 18,44.25,144.75,989.2,1010.8,21.7,25.1,670.0,0.59,3.743,36.1,50.1,541.0,2023,12,t0144,-10.6,-14.2,1697.0
0,pool_2023122400_41_189,2023-12-24 00,41.0,188.75,988.0,1005.4,17.3,18.7,580.0,1.08,3.222,32.2,45.8,0.0,2023,12,t0144,-13.0,,970.0
0,pool_2023120606_40_182,2023-12-06 06,40.0,181.75,991.5,1018.5,27.0,27.1,470.0,2.27,5.776,47.2,83.9,0.0,2023,12,t0144,-7.8,,428.0
0,pool_2023122612_40_179,2023-12-26 12,40.5,179.25,994.7,1014.1,19.4,19.3,450.0,0.87,4.284,37.5,61.6,0.0,2023,12,t0144,-10.0,,951.0
1,2023202417,2023-12-20 12,39.75,159.75,1000.8,1014.7,13.9,13.9,440.0,0.8,3.151,30.0,46.0,452.0,2023,12,t0145,-7.5,-16.8,1584.0
0,pool_2023121206_42_148,2023-12-12 06,42.0,148.5,1000.8,1018.6,17.9,17.8,430.0,1.32,4.143,35.7,57.8,0.0,2023,12,t0145,-10.5,,954.0
0,pool_2023122606_41_172,2023-12-26 06,41.0,171.75,999.6,1015.6,16.0,15.6,420.0,0.96,3.709,33.0,52.8,0.0,2023,12,t0145,-7.0,,809.0
0,pool_2023122018_42_164,2023-12-20 18,42.25,164.0,994.7,1012.3,17.6,17.8,480.0,1.02,3.708,33.8,51.5,0.0,2023,12,t0145,-9.7,,831.0
1,2023202418,2023-12-23 00,51.0,200.25,966.0,994.7,28.6,40.7,880.0,0.61,4.623,42.4,55.5,540.0,2023,12,t0146,-1.7,-1.1,1212.0
0,pool_2023122506_51_192,2023-12-25 06,51.0,192.5,979.0,995.1,16.1,15.7,320.0,1.59,4.915,34.8,59.0,0.0,2023,12,t0146,-2.8,,351.0
0,pool_2023122218_55_170,2023-12-22 18,55.0,169.75,990.6,1007.6,16.9,16.6,340.0,0.75,4.891,34.5,55.7,0.0,2023,12,t0146,-3.3,,84.0
0,pool_2023122400_54_171,2023-12-24 00,53.75,171.0,982.3,1004.7,22.3,22.5,460.0,0.93,4.894,37.6,56.6,0.0,2023,12,t0146,-2.3,,167.0
1,2023202419,2023-12-24 18,43.75,210.0,976.5,1000.3,23.7,25.6,570.0,1.86,4.484,40.1,60.5,537.0,2023,12,t0147,-9.0,-18.6,2084.0
0,pool_2023120518_40_177,2023-12-05 18,39.75,176.75,999.3,1018.5,19.2,20.7,620.0,0.48,3.334,34.1,48.7,0.0,2023,12,t0147,-6.9,,906.0
0,pool_2023121200_49_209,2023-12-12 00,48.75,209.0,983.6,1003.6,20.0,25.0,740.0,1.36,3.375,32.5,41.9,0.0,2023,12,t0147,-8.1,,606.0
1,2023202420,2023-12-25 00,47.5,190.0,994.5,997.1,2.6,5.9,1200.0,0.82,0.493,6.0,6.2,534.0,2023,12,t0148,10.3,2.5,1243.0
0,pool_2023121218_46_190,2023-12-12 18,46.5,190.5,1000.8,1016.4,15.5,15.0,290.0,0.97,5.178,36.0,66.6,0.0,2023,12,t0148,7.4,,1099.0
0,pool_2023122806_50_227,2023-12-28 06,49.5,226.75,979.7,1003.3,23.6,26.4,650.0,1.12,4.063,36.5,49.9,0.0,2023,12,t0148,8.5,,540.0
0,pool_2023121406_51_218,2023-12-14 06,51.0,218.5,991.2,1008.4,17.1,17.9,510.0,1.43,3.51,30.5,42.2,0.0,2023,12,t0148,11.6,,1025.0
1,2023202421,2023-12-26 06,40.5,174.25,1001.6,1015.8,14.2,14.0,460.0,0.47,3.042,29.3,43.7,530.0,2023,12,t0149,-5.0,-10.8,1608.0
0,pool_2023120718_42_203,2023-12-07 18,42.0,202.75,991.7,1015.5,23.8,24.9,540.0,1.21,4.62,41.1,64.4,0.0,2023,12,t0149,-2.5,,966.0
0,pool_2023121306_43_200,2023-12-13 06,43.0,199.5,997.9,1016.9,19.0,18.9,440.0,0.77,4.291,36.5,58.7,0.0,2023,12,t0149,-2.9,,810.0
1,2023202422,2023-12-26 06,49.5,149.25,1001.7,1013.7,12.0,11.9,250.0,1.32,4.741,31.7,58.2,550.0,2023,12,t0150,-8.8,-14.9,668.0
0,pool_2023121818_49_216,2023-12-18 18,49.0,215.5,987.0,1008.7,21.7,22.0,460.0,1.14,4.774,38.1,59.0,0.0,2023,12,t0150,-8.7,,604.0
0,pool_2023122206_51_229,2023-12-22 06,51.0,228.75,991.2,1010.2,19.0,18.1,340.0,1.68,5.331,37.5,64.0,0.0,2023,12,t0150,-7.3,,513.0
1,2023202423,2023-12-30 12,35.75,184.0,990.0,1011.3,21.3,20.7,380.0,1.81,5.44,43.8,86.9,549.0,2023,12,t0151,-10.5,-19.6,2153.0
0,pool_2023121518_34_223,2023-12-15 18,34.25,223.0,987.5,1013.0,25.4,28.7,640.0,1.41,4.481,45.6,74.3,0.0,2023,12,t0151,-10.7,,449.0
0,pool_2023121600_35_222,2023-12-16 00,34.75,222.0,981.1,1011.3,30.2,33.0,590.0,1.93,5.592,51.8,91.6,0.0,2023,12,t0151,-11.0,,203.0
1,2023202424,2024-01-01 06,42.75,171.0,974.4,1001.6,27.2,27.1,390.0,2.1,6.955,49.5,95.6,465.0,2023,1,t0152,-17.0,-27.7,1938.0
0,pool_2024012406_44_152,2024-01-24 06,44.0,152.25,972.9,1002.2,29.3,33.3,620.0,3.23,5.377,46.8,72.2,0.0,2023,1,t0152,-19.0,,629.0
0,pool_2024011418_44_146,2024-01-14 18,44.25,145.5,991.4,1011.0,19.6,20.1,490.0,0.94,4.101,36.0,54.8,0.0,2023,1,t0152,-14.4,,468.0
1,2023202425,2024-01-03 18,38.5,143.5,1003.8,1014.5,10.8,10.5,370.0,1.09,2.848,27.0,42.7,541.0,2023,1,t0153,-5.4,-7.7,1659.0
0,pool_2024012006_38_190,2024-01-20 06,38.25,190.5,969.9,993.0,23.0,25.1,590.0,1.0,4.259,41.1,64.2,0.0,2023,1,t0153,-3.3,,708.0
0,pool_2024012118_36_144,2024-01-21 18,35.5,144.5,1001.9,1019.6,17.7,17.7,410.0,0.94,4.305,38.4,69.2,0.0,2023,1,t0153,-2.5,,348.0
0,pool_2024011012_41_198,2024-01-10 12,41.0,197.5,991.2,1009.1,17.9,20.4,660.0,0.78,3.087,32.1,43.9,0.0,2023,1,t0153,-3.1,,1070.0
1,2023202426,2024-01-08 00,36.5,153.25,996.0,1009.1,13.1,14.3,560.0,1.63,2.556,28.2,40.1,503.0,2023,1,t0154,-0.9,-6.1,1896.0
0,pool_2024011006_34_201,2024-01-10 06,33.75,201.0,995.1,1011.8,16.7,23.4,890.0,0.54,2.625,33.1,44.1,0.0,2023,1,t0154,0.4,,518.0
0,pool_2024011418_37_171,2024-01-14 18,36.75,171.0,987.9,1006.3,18.4,20.3,600.0,1.08,3.385,35.4,52.8,0.0,2023,1,t0154,-3.3,,871.0
0,pool_2024011906_35_177,2024-01-19 06,34.75,177.0,971.5,996.4,24.9,28.6,640.0,1.97,4.461,45.2,73.0,0.0,2023,1,t0154,1.7,,489.0
1,2023202428,2024-01-11 06,32.75,160.5,1000.9,1009.4,8.5,9.2,620.0,0.16,1.478,19.7,25.5,545.0,2023,1,t0156,-5.5,-7.9,2090.0
0,pool_2024012218_37_198,2024-01-22 18,36.75,197.75,977.0,994.8,17.7,18.0,450.0,1.83,3.998,37.0,62.4,0.0,2023,1,t0156,-4.3,,1097.0
0,pool_2024010900_30_199,2024-01-09 00,30.5,199.25,998.2,1017.9,19.7,20.3,530.0,0.64,3.827,40.3,70.4,0.0,2023,1,t0156,-7.0,,451.0
0,pool_2024011106_32_147,2024-01-11 06,31.5,147.25,992.8,1008.9,16.1,17.0,550.0,1.31,3.09,34.5,55.2,0.0,2023,1,t0156,-7.2,,630.0
1,2023202429,2024-01-13 18,37.75,198.0,999.2,1011.6,12.4,12.1,400.0,0.77,3.036,29.1,46.3,245.0,2023,1,t0157,-3.0,31.2,1446.0
0,pool_2024012306_43_146,2024-01-23 06,42.75,145.5,996.4,1012.4,15.9,19.2,730.0,1.23,2.629,28.2,36.2,0.0,2023,1,t0157,-2.1,,703.0
0,pool_2024012306_41_205,2024-01-23 06,41.25,204.75,971.8,994.3,22.5,23.0,450.0,2.24,5.114,42.3,72.4,0.0,2023,1,t0157,-5.2,,785.0
0,pool_2024012000_37_187,2024-01-20 00,36.75,187.25,971.1,994.5,23.4,26.7,650.0,1.02,4.106,41.7,64.0,0.0,2023,1,t0157,-2.0,,751.0
1,2023202430,2024-01-14 18,47.5,174.75,986.5,1002.7,16.2,17.1,540.0,1.2,3.174,29.4,40.2,549.0,2023,1,t0158,-4.7,-14.2,2085.0
0,pool_2024011600_50_158,2024-01-16 00,50.0,157.5,980.6,1006.4,25.7,28.0,590.0,2.03,4.753,40.1,57.9,0.0,2023,1,t0158,-2.5,,598.0
0,pool_2024012800_47_210,2024-01-28 00,46.75,209.5,973.5,989.5,15.9,19.4,720.0,0.85,2.693,27.4,34.5,0.0,2023,1,t0158,-2.8,,540.0
0,pool_2024010300_50_227,2024-01-03 00,49.75,227.25,994.8,1014.4,19.6,19.3,420.0,1.13,4.585,36.0,56.1,0.0,2023,1,t0158,-2.0,,405.0
1,2023202432,2024-01-30 00,38.5,210.5,973.3,998.0,24.6,25.0,450.0,2.04,5.545,45.8,83.1,310.0,2023,1,t0160,-13.2,-8.9,1940.0
0,pool_2024012412_36_196,2024-01-24 12,36.5,195.75,975.5,1000.6,25.1,26.2,520.0,1.75,5.042,45.6,79.1,0.0,2023,1,t0160,-14.2,,806.0
0,pool_2024012418_38_197,2024-01-24 18,37.75,197.0,970.5,999.7,29.2,30.9,540.0,2.08,5.723,49.8,87.2,0.0,2023,1,t0160,-13.6,,437.0
0,pool_2024010100_40_164,2024-01-01 00,40.5,164.0,984.2,1006.8,22.7,23.5,510.0,1.04,4.613,41.0,66.3,0.0,2023,1,t0160,-13.5,,1070.0
1,2023202433,2024-02-01 00,46.5,145.75,994.9,1014.4,19.6,19.8,410.0,1.7,4.836,38.0,62.2,394.0,2023,2,t0161,-14.6,-26.2,975.0
0,pool_2024022000_52_201,2024-02-20 00,51.5,200.75,982.2,1000.1,17.9,18.4,460.0,1.49,4.008,32.8,47.8,0.0,2023,2,t0161,-12.8,,1065.0
0,pool_2024021518_42_147,2024-02-15 18,41.5,147.25,992.7,1016.4,23.7,24.5,520.0,1.52,4.712,41.5,66.4,0.0,2023,2,t0161,-14.8,,1087.0
0,pool_2024021200_42_162,2024-02-12 00,41.75,161.75,986.0,1013.1,27.1,26.1,330.0,2.19,7.901,51.2,110.7,0.0,2023,2,t0161,-13.0,,489.0
1,2023202434,2024-02-02 00,56.0,177.25,973.2,1005.1,31.8,32.5,530.0,1.07,6.134,45.5,69.1,193.0,2023,2,t0162,-7.3,-12.9,1034.0
0,pool_2024022506_56_224,2024-02-25 06,56.25,223.75,995.8,1017.0,21.2,23.5,620.0,1.8,3.787,32.4,42.5,0.0,2023,2,t0162,-10.2,,790.0
0,pool_2024022600_55_182,2024-02-26 00,55.0,182.5,993.1,1019.2,26.0,27.3,500.0,2.53,5.452,41.3,62.1,0.0,2023,2,t0162,-7.7,,421.0
0,pool_2024022012_57_204,2024-02-20 12,56.75,204.0,975.2,996.1,20.9,22.8,520.0,1.84,4.377,34.9,48.8,0.0,2023,2,t0162,-7.0,,622.0
1,2023202436,2024-02-05 12,54.25,185.25,968.3,999.6,31.2,35.0,640.0,1.15,5.468,44.2,62.9,549.0,2023,2,t0164,3.8,-1.3,926.0
0,pool_2024022118_54_171,2024-02-21 18,54.25,171.0,960.7,994.4,33.7,38.2,630.0,1.96,6.059,47.6,69.7,0.0,2023,2,t0164,5.0,,367.0
0,pool_2024021012_58_200,2024-02-10 12,58.0,199.5,972.7,995.0,22.3,26.7,690.0,1.43,3.869,33.2,42.6,0.0,2023,2,t0164,4.2,,93.0
0,pool_2024021618_53_200,2024-02-16 18,53.25,200.25,986.3,1004.5,18.2,20.0,630.0,0.74,3.17,28.8,36.9,0.0,2023,2,t0164,2.7,,130.0
1,2023202437,2024-02-13 12,42.5,188.5,983.1,997.7,14.6,15.0,450.0,1.67,3.343,30.7,46.2,543.0,2023,2,t0165,-3.3,-8.8,1434.0
0,pool_2024021306_44_210,2024-02-13 06,43.5,209.75,982.8,1006.2,23.4,24.4,530.0,1.24,4.601,40.2,62.4,0.0,2023,2,t0165,-3.1,,402.0
0,pool_2024020812_46_194,2024-02-08 12,46.25,194.25,966.7,1002.3,35.7,38.6,590.0,1.02,6.544,52.4,84.6,0.0,2023,2,t0165,-2.5,,746.0
0,pool_2024021500_42_204,2024-02-15 00,42.0,204.0,966.0,992.4,26.4,33.0,720.0,3.18,4.579,43.9,63.9,0.0,2023,2,t0165,-2.9,,950.0
1,2023202438,2024-02-15 12,39.75,141.25,1002.5,1018.8,16.3,17.5,590.0,0.78,2.973,30.8,43.4,542.0,2023,2,t0166,-11.9,-10.1,2175.0
0,pool_2024020412_36_233,2024-02-04 12,36.0,233.25,986.5,1014.8,28.4,29.9,560.0,1.54,5.346,48.8,84.9,0.0,2023,2,t0166,-12.3,,757.0
0,pool_2024021118_40_160,2024-02-11 18,40.5,159.5,991.8,1013.5,21.7,21.1,390.0,1.38,5.423,42.4,77.9,0.0,2023,2,t0166,-11.9,,804.0
0,pool_2024021218_41_206,2024-02-12 18,41.0,206.25,985.9,1006.9,21.0,21.3,480.0,1.36,4.438,39.0,63.1,0.0,2023,2,t0166,-12.5,,788.0
1,2023202439,2024-02-26 00,32.5,144.75,993.7,1017.0,23.4,24.1,490.0,2.19,4.914,45.7,85.4,249.0,2023,2,t0167,-5.1,-15.1,1012.0
0,pool_2024021118_37_216,2024-02-11 18,36.75,216.25,1006.5,1022.6,16.1,15.3,220.0,0.92,6.967,42.0,108.7,0.0,2023,2,t0167,-7.1,,596.0
0,pool_2024020612_33_163,2024-02-06 12,33.0,163.0,990.2,1007.1,16.9,17.3,490.0,1.14,3.538,36.2,60.6,0.0,2023,2,t0167,-7.3,,1075.0
0,pool_2024020700_34_170,2024-02-07 00,34.0,169.75,983.3,1005.9,22.6,23.1,490.0,1.43,4.722,43.8,78.8,0.0,2023,2,t0167,-6.9,,636.0
1,2023202440,2024-02-29 06,32.25,129.25,1009.1,1022.0,12.9,13.3,480.0,1.03,2.762,30.4,48.3,510.0,2023,3,t0168,-5.3,-7.1,704.0
0,pool_2024032706_37_159,2024-03-27 06,37.25,159.25,988.1,1009.9,21.8,22.6,510.0,1.4,4.438,41.1,68.4,0.0,2023,3,t0168,-2.6,,895.0
0,pool_2024032700_36_154,2024-03-27 00,36.0,154.0,990.7,1013.1,22.4,22.8,480.0,1.23,4.751,42.9,75.4,0.0,2023,3,t0168,-2.4,,862.0
1,2023202441,2024-03-07 06,44.25,160.25,974.9,1009.1,34.2,35.9,540.0,1.89,6.655,52.5,89.0,339.0,2023,3,t0169,-9.4,-17.8,1320.0
0,pool_2024032706_48_222,2024-03-27 06,47.5,221.75,979.4,1012.2,32.8,33.9,510.0,2.17,6.642,50.4,84.1,0.0,2023,3,t0169,-9.8,,354.0
0,pool_2024030406_43_154,2024-03-04 06,43.25,154.25,994.8,1010.1,15.3,14.6,240.0,1.25,6.084,38.3,82.9,0.0,2023,3,t0169,-10.3,,473.0
0,pool_2024031600_47_211,2024-03-16 00,46.75,211.0,984.2,1010.1,26.0,26.2,430.0,1.3,6.095,45.3,78.1,0.0,2023,3,t0169,-7.6,,413.0
1,2023202443,2024-03-10 12,39.75,159.75,996.9,1014.2,17.3,17.1,440.0,0.74,3.896,35.1,56.9,503.0,2023,3,t0171,-5.1,-6.9,1125.0
0,pool_2024031506_44_212,2024-03-15 06,43.5,211.5,997.6,1014.8,17.2,20.1,690.0,0.61,2.916,30.0,39.5,0.0,2023,3,t0171,-3.6,,446.0
0,pool_2024031900_45_156,2024-03-19 00,44.75,155.75,978.0,1005.7,27.7,35.4,810.0,0.22,4.366,42.3,57.9,0.0,2023,3,t0171,-3.6,,427.0
0,pool_2024032200_40_225,2024-03-22 00,40.5,225.25,1003.3,1019.8,16.5,17.0,520.0,1.03,3.269,31.9,47.0,0.0,2023,3,t0171,-3.2,,268.0
1,2023202445,2024-03-15 18,40.25,148.25,997.2,1013.3,16.1,15.8,370.0,0.51,4.273,35.5,61.7,467.0,2023,3,t0173,-4.6,-7.3,1815.0
0,pool_2024032800_45_175,2024-03-28 00,45.0,174.75,981.9,1006.6,24.8,26.4,540.0,2.25,4.898,41.8,64.6,0.0,2023,3,t0173,-5.3,,1036.0
0,pool_2024031500_42_212,2024-03-15 00,41.75,211.75,997.9,1014.4,16.5,19.5,700.0,1.0,2.791,29.7,39.1,0.0,2023,3,t0173,-4.1,,450.0
0,pool_2024031518_40_148,2024-03-15 18,40.25,148.25,997.2,1013.3,16.1,15.8,370.0,0.51,4.273,35.5,61.7,0.0,2023,3,t0173,-4.6,,911.0
1,2023202447,2024-03-30 00,44.25,192.75,997.3,1014.9,17.6,18.8,550.0,1.15,3.412,32.2,45.6,530.0,2023,3,t0175,-7.1,-10.2,1385.0
0,pool_2024032700_46_182,2024-03-27 00,45.5,182.25,995.1,1011.3,16.2,16.7,520.0,1.08,3.207,29.9,42.0,0.0,2023,3,t0175,-4.1,,719.0
0,pool_2024030306_48_202,2024-03-03 06,47.75,202.25,997.9,1015.0,17.0,16.4,330.0,0.81,4.971,36.1,62.7,0.0,2023,3,t0175,-4.8,,741.0
0,pool_2024031518_47_190,2024-03-15 18,47.25,189.75,997.1,1012.6,15.4,14.6,340.0,1.01,4.307,33.0,54.7,0.0,2023,3,t0175,-4.3,,293.0
1,2023202448,2024-04-01 00,33.75,147.5,1002.8,1013.8,11.0,12.0,630.0,0.35,1.907,23.9,32.0,548.0,2023,4,t0176,-4.2,-4.0,1379.0
0,pool_2024041606_38_159,2024-04-16 06,37.5,159.25,995.4,1018.3,22.9,22.2,390.0,1.26,5.702,45.0,87.4,0.0,2023,4,t0176,-4.4,,313.0
0,pool_2024041612_38_158,2024-04-16 12,37.5,158.0,994.9,1018.1,23.2,22.7,410.0,1.56,5.535,44.8,84.9,0.0,2023,4,t0176,-2.9,,284.0
1,2023202449,2024-04-05 00,45.0,161.75,987.6,1014.7,27.1,27.6,460.0,1.59,6.0,46.3,79.2,407.0,2023,4,t0177,-4.9,-6.9,1467.0
0,pool_2024040500_45_162,2024-04-05 00,45.0,161.75,987.6,1014.7,27.1,27.6,460.0,1.59,6.0,46.3,79.2,0.0,2023,4,t0177,-4.9,,812.0
0,pool_2024041318_43_156,2024-04-13 18,42.75,156.5,996.1,1019.9,23.9,23.4,370.0,1.32,6.336,45.7,87.1,0.0,2023,4,t0177,-6.9,,507.0
0,pool_2024040412_40_154,2024-04-04 12,40.25,154.25,992.5,1016.5,24.0,24.0,440.0,1.22,5.458,44.3,78.8,0.0,2023,4,t0177,-2.0,,655.0
1,2024202501,2024-09-20 06,46.25,146.75,995.8,1010.1,14.3,13.9,350.0,1.44,3.959,31.5,51.1,417.0,2024,9,t0179,-6.0,-12.6,1303.0
0,pool_2024090200_43_192,2024-09-02 00,43.25,191.75,1002.4,1018.1,15.8,15.6,410.0,1.01,3.795,32.7,51.7,0.0,2024,9,t0179,-6.4,,474.0
0,pool_2024091606_48_170,2024-09-16 06,48.0,169.75,991.4,1011.0,19.6,19.9,450.0,1.6,4.419,36.1,55.5,0.0,2024,9,t0179,-5.7,,696.0
0,pool_2024090300_45_202,2024-09-03 00,45.0,202.25,983.8,1016.4,32.6,33.0,470.0,1.71,7.031,52.1,92.8,0.0,2024,9,t0179,-9.0,,292.0
1,2024202502,2024-09-26 00,47.25,208.75,988.7,1010.1,21.4,22.5,530.0,1.19,4.238,36.6,53.9,505.0,2024,9,t0180,-7.8,-11.7,1805.0
0,pool_2024092012_46_151,2024-09-20 12,46.0,150.75,991.8,1009.7,17.8,17.5,390.0,1.58,4.497,35.7,58.3,0.0,2024,9,t0180,-9.7,,585.0
0,pool_2024090212_45_199,2024-09-02 12,45.25,198.75,992.8,1017.3,24.5,24.0,400.0,1.98,6.009,44.4,79.0,0.0,2024,9,t0180,-9.6,,608.0
1,2024202503,2024-09-30 00,46.75,205.75,981.0,1013.5,32.5,33.3,480.0,1.92,6.94,51.3,88.9,348.0,2024,10,t0181,-7.6,-9.7,1486.0
0,pool_2024102512_48_220,2024-10-25 12,48.25,220.0,990.5,1007.6,17.1,18.4,480.0,2.38,3.826,32.8,47.9,0.0,2024,10,t0181,-8.0,,1058.0
0,pool_2024101006_45_211,2024-10-10 06,44.75,211.25,991.0,1016.0,25.0,25.2,470.0,1.2,5.359,43.1,71.0,0.0,2024,10,t0181,-6.4,,833.0
0,pool_2024102818_44_160,2024-10-28 18,43.5,160.5,986.9,1010.6,23.7,25.5,560.0,2.63,4.553,40.5,61.7,0.0,2024,10,t0181,-7.3,,844.0
1,2024202504,2024-10-02 06,49.0,146.25,998.5,1008.8,10.3,11.3,630.0,1.0,1.799,18.6,22.2,535.0,2024,10,t0182,-2.2,-4.6,1214.0
0,pool_2024101018_44_216,2024-10-10 18,44.5,216.25,989.8,1015.5,25.6,26.3,520.0,1.05,5.057,42.6,67.3,0.0,2024,10,t0182,-1.2,,403.0
0,pool_2024101606_50_190,2024-10-16 06,50.5,189.75,999.0,1017.7,18.7,19.1,500.0,0.76,3.818,32.5,46.2,0.0,2024,10,t0182,-0.2,,134.0
0,pool_2024101506_49_177,2024-10-15 06,48.75,177.25,1000.8,1016.1,15.3,19.4,810.0,0.54,2.39,24.7,29.7,0.0,2024,10,t0182,0.7,,625.0
1,2024202505,2024-10-10 12,38.0,152.0,993.0,1015.9,22.9,23.2,480.0,1.3,4.824,42.6,73.1,309.0,2024,10,t0183,-3.5,-3.7,931.0
0,pool_2024102506_39_222,2024-10-25 06,39.0,222.0,994.2,1014.6,20.4,20.2,450.0,1.28,4.498,39.4,66.7,0.0,2024,10,t0183,-4.5,,397.0
0,pool_2024102512_40_224,2024-10-25 12,40.25,224.25,990.6,1010.3,19.7,20.1,420.0,1.56,4.789,39.9,69.2,0.0,2024,10,t0183,-4.7,,444.0
0,pool_2024100200_42_148,2024-10-02 00,42.0,148.25,991.4,1014.3,22.9,21.8,230.0,2.02,9.463,50.2,132.0,0.0,2024,10,t0183,-3.9,,728.0
1,2024202506,2024-10-30 12,35.75,151.75,999.2,1017.0,17.8,18.1,510.0,0.93,3.549,35.5,56.7,494.0,2024,10,t0184,-8.2,-14.2,1487.0
0,pool_2024102618_34_182,2024-10-26 18,34.0,181.5,997.7,1013.4,15.7,15.7,450.0,1.41,3.488,34.6,58.2,0.0,2024,10,t0184,-8.2,,641.0
0,pool_2024102700_37_181,2024-10-27 00,36.75,181.0,991.4,1012.6,21.3,21.1,410.0,1.76,5.158,43.0,80.5,0.0,2024,10,t0184,-11.2,,698.0
1,2024202507,2024-11-03 06,39.5,165.75,990.4,1008.8,18.4,18.1,380.0,1.61,4.75,38.7,69.7,545.0,2024,11,t0185,-11.1,-16.5,2128.0
0,pool_2024110306_40_165,2024-11-03 06,39.5,165.25,989.9,1008.9,19.0,18.5,370.0,1.67,5.002,39.8,73.4,0.0,2024,11,t0185,-11.6,,999.0
0,pool_2024110312_40_171,2024-11-03 12,40.0,171.0,986.6,1008.1,21.5,20.9,370.0,2.0,5.661,43.1,82.2,0.0,2024,11,t0185,-9.6,,947.0
0,pool_2024110712_43_169,2024-11-07 12,43.0,169.25,986.7,1009.9,23.2,23.3,450.0,1.9,5.169,42.0,70.7,0.0,2024,11,t0185,-9.5,,777.0
1,2024202508,2024-11-08 12,54.5,155.0,1005.6,1013.7,8.0,9.6,740.0,0.14,1.292,13.3,14.8,531.0,2024,11,t0186,3.4,0.5,344.0
0,pool_2024110118_55_172,2024-11-01 18,54.75,172.0,983.7,1001.1,17.4,20.2,670.0,1.27,3.02,27.6,34.5,0.0,2024,11,t0186,0.4,,707.0
0,pool_2024111812_58_215,2024-11-18 12,57.75,215.0,991.9,1016.5,24.6,29.0,680.0,0.93,4.27,35.9,47.1,0.0,2024,11,t0186,4.8,,172.0
0,pool_2024111818_56_220,2024-11-18 18,56.0,219.75,995.7,1016.3,20.6,29.6,910.0,0.61,3.249,30.4,36.6,0.0,2024,11,t0186,6.3,,436.0
1,2024202509,2024-11-12 06,35.25,158.5,993.1,1014.4,21.3,20.8,410.0,1.68,5.077,43.0,82.1,405.0,2024,11,t0187,-4.7,-10.1,1395.0
0,pool_2024112006_38_170,2024-11-20 06,37.75,170.5,998.2,1015.1,16.9,16.7,390.0,1.81,4.278,36.8,65.2,0.0,2024,11,t0187,-5.7,,436.0
1,2024202510,2024-11-18 18,42.5,203.75,1015.1,1024.5,9.4,9.1,280.0,0.5,3.26,26.5,45.0,539.0,2024,11,t0188,3.9,-0.4,1973.0
0,pool_2024112406_42_182,2024-11-24 06,42.25,182.5,995.9,1014.1,18.2,18.3,480.0,0.89,3.813,34.5,52.9,0.0,2024,11,t0188,3.7,,376.0
0,pool_2024111712_48_179,2024-11-17 12,47.5,179.0,1009.3,1029.3,20.0,19.6,450.0,0.5,4.351,35.8,55.1,0.0,2024,11,t0188,2.8,,657.0
0,pool_2024112818_46_191,2024-11-28 18,45.5,191.0,975.8,1003.8,28.0,35.9,790.0,1.1,4.55,43.1,59.5,0.0,2024,11,t0188,2.3,,475.0
1,2024202511,2024-11-21 06,34.5,148.0,998.0,1015.8,17.8,17.7,440.0,1.05,4.029,37.8,66.4,334.0,2024,11,t0189,-2.7,-11.9,856.0
0,pool_2024111200_34_156,2024-11-12 00,33.75,155.75,998.8,1016.3,17.5,17.5,460.0,0.73,3.814,37.1,64.1,0.0,2024,11,t0189,-1.1,,868.0
1,2024202512,2024-11-26 06,38.0,167.75,1005.5,1012.3,6.8,7.4,560.0,0.24,1.321,16.2,20.0,483.0,2024,11,t0190,2.4,10.0,1605.0
0,pool_2024112018_43_172,2024-11-20 18,43.0,171.75,998.9,1016.8,17.9,17.9,440.0,1.5,4.076,35.2,55.8,0.0,2024,11,t0190,0.7,,597.0
0,pool_2024112400_42_180,2024-11-24 00,42.0,180.5,993.8,1014.0,20.1,20.0,440.0,0.95,4.534,38.3,63.2,0.0,2024,11,t0190,4.2,,458.0
