label,id,when,lat,lon,p_centre,p_env,depth,fit_depth,scale_km,fit_rms,grad_hpa_per_100km,vg_kt,vgeo_kt,max_step_km,season,month,stratum,tend12,tend24,back_path_km
0,pool_2025122500_32_177,2025-12-25 00,32.5,177.0,990.3,1006.4,16.1,16.5,460.0,1.78,3.579,36.0,62.2,0.0,2025,12,t0244,-6.2,,697.0
1,2025202625,2025-12-31 06,37.0,151.75,1005.1,1010.9,5.9,5.8,260.0,0.3,2.222,20.7,34.5,482.0,2025,1,t0245,4.2,29.8,1776.0
0,pool_2026011500_37_199,2026-01-15 00,37.25,199.0,984.1,1003.1,19.1,25.1,780.0,1.36,3.213,35.9,49.5,0.0,2025,1,t0245,3.3,,627.0
0,pool_2026012106_38_195,2026-01-21 06,38.5,194.75,999.6,1017.0,17.4,17.2,430.0,1.19,3.991,35.9,59.8,0.0,2025,1,t0245,1.8,,296.0
0,pool_2026012818_42_196,2026-01-28 18,41.75,195.5,976.1,993.3,17.2,17.8,500.0,1.65,3.562,33.3,49.9,0.0,2025,1,t0245,2.0,,751.0
1,2025202626,2026-01-02 12,35.25,144.0,1003.3,1010.3,7.0,7.5,500.0,0.8,1.497,18.4,24.2,371.0,2025,1,t0246,-1.1,-2.5,1614.0
0,pool_2026011806_35_216,2026-01-18 06,35.0,216.0,1000.2,1017.5,17.3,17.9,510.0,0.84,3.501,35.5,57.0,0.0,2025,1,t0246,-1.3,,123.0
0,pool_2026012100_38_194,2026-01-21 00,38.25,193.5,998.0,1015.4,17.3,17.1,420.0,1.21,4.067,36.2,61.3,0.0,2025,1,t0246,1.8,,426.0
1,2025202627,2026-01-09 06,40.75,169.5,991.2,1004.9,13.7,13.4,420.0,1.55,3.191,29.6,45.6,155.0,2025,1,t0247,2.2,-4.8,1323.0
0,pool_2026012712_45_168,2026-01-27 12,44.75,167.5,966.4,997.8,31.4,35.2,610.0,1.77,5.768,48.8,76.5,0.0,2025,1,t0247,-0.7,,253.0
0,pool_2026011306_42_178,2026-01-13 06,42.0,177.5,989.6,1010.1,20.5,19.7,340.0,1.74,5.796,42.1,80.8,0.0,2025,1,t0247,-0.7,,652.0
0,pool_2026011612_42_182,2026-01-16 12,42.5,181.75,971.4,1000.2,28.9,31.1,530.0,3.22,5.87,48.4,81.1,0.0,2025,1,t0247,1.5,,424.0
1,2025202628,2026-01-11 00,45.75,141.75,986.5,1012.0,25.5,29.2,650.0,1.15,4.497,40.8,58.6,544.0,2025,1,t0248,-6.7,-12.9,1056.0
0,pool_2026012218_42_203,2026-01-22 18,42.0,203.0,996.5,1019.5,22.9,23.6,480.0,1.75,4.908,41.6,68.5,0.0,2025,1,t0248,-5.7,,312.0
0,pool_2026012712_42_178,2026-01-27 12,41.5,178.25,974.8,991.0,16.2,16.1,310.0,2.38,5.183,38.0,73.0,0.0,2025,1,t0248,-7.7,,768.0
0,pool_2026011306_44_215,2026-01-13 06,43.75,215.25,991.4,1006.8,15.5,17.0,590.0,0.9,2.889,28.8,39.0,0.0,2025,1,t0248,-5.9,,1033.0
1,2025202631,2026-01-29 00,43.25,180.75,983.0,996.2,13.3,18.7,880.0,0.24,2.121,24.1,28.9,545.0,2025,1,t0251,0.6,8.4,1082.0
0,pool_2026012306_44_204,2026-01-23 06,43.75,203.75,995.1,1018.9,23.8,24.4,480.0,1.34,5.075,42.0,68.5,0.0,2025,1,t0251,-1.4,,210.0
0,pool_2026011512_48_200,2026-01-15 12,48.0,200.0,980.7,1006.7,26.0,29.6,630.0,1.97,4.694,41.0,58.9,0.0,2025,1,t0251,3.2,,375.0
0,pool_2026012706_46_166,2026-01-27 06,45.5,166.5,966.6,998.3,31.7,35.8,630.0,1.22,5.685,48.4,74.4,0.0,2025,1,t0251,-1.2,,299.0
1,2025202632,2026-02-02 18,36.75,156.5,1006.8,1014.7,7.9,7.7,370.0,0.62,2.071,21.7,32.3,261.0,2025,2,t0252,-5.1,-3.2,1949.0
0,pool_2026020506_41_197,2026-02-05 06,41.0,197.0,978.0,997.1,19.1,20.3,510.0,1.73,3.978,36.6,56.6,0.0,2025,2,t0252,-4.8,,726.0
0,pool_2026022412_40_175,2026-02-24 12,40.25,175.0,995.4,1025.2,29.8,30.3,490.0,1.49,6.185,50.0,89.3,0.0,2025,2,t0252,-6.3,,431.0
0,pool_2026020406_39_178,2026-02-04 06,38.75,178.0,982.0,1001.7,19.7,20.9,530.0,2.41,3.934,37.5,58.7,0.0,2025,2,t0252,-7.1,,802.0
1,2025202633,2026-02-07 18,50.25,167.25,972.8,995.0,22.2,35.2,1020.0,0.94,3.453,34.4,41.9,547.0,2025,2,t0253,1.7,-3.6,1461.0
0,pool_2026020200_52_150,2026-02-02 00,52.0,149.5,996.5,1012.9,16.4,17.5,550.0,0.77,3.174,28.3,37.6,0.0,2025,2,t0253,3.2,,130.0
0,pool_2026022818_45_186,2026-02-28 18,45.25,186.5,991.9,1011.5,19.6,27.7,880.0,0.66,3.151,32.8,41.4,0.0,2025,2,t0253,1.4,,297.0
0,pool_2026022118_49_228,2026-02-21 18,49.25,227.5,996.1,1016.9,20.9,29.9,860.0,1.33,3.48,34.0,42.9,0.0,2025,2,t0253,-1.1,,197.0
1,2025202634,2026-02-08 18,38.25,160.5,984.8,1000.1,15.4,15.2,420.0,1.04,3.609,33.2,54.4,495.0,2025,2,t0254,-9.0,-19.5,2145.0
0,pool_2026022818_42_150,2026-02-28 18,41.75,150.0,988.5,1018.6,30.1,31.4,510.0,2.01,6.164,49.9,86.4,0.0,2025,2,t0254,-7.4,,486.0
0,pool_2026020900_40_165,2026-02-09 00,40.25,165.0,980.0,998.7,18.7,19.1,480.0,0.9,3.972,36.2,57.4,0.0,2025,2,t0254,-10.9,,982.0
1,2025202635,2026-02-11 00,57.0,185.5,946.4,990.9,44.5,51.9,680.0,1.49,7.635,56.8,85.0,548.0,2025,2,t0255,2.6,-2.0,809.0
0,pool_2026020400_58_208,2026-02-04 00,58.0,208.0,968.9,991.2,22.3,25.9,610.0,2.15,4.244,34.9,46.7,0.0,2025,2,t0255,1.5,,810.0
0,pool_2026020506_52_148,2026-02-05 06,52.25,147.5,997.1,1012.6,15.5,16.6,550.0,1.67,3.019,27.2,35.6,0.0,2025,2,t0255,1.9,,127.0
0,pool_2026021312_56_162,2026-02-13 12,56.25,162.25,972.1,1004.9,32.9,37.2,650.0,1.33,5.72,45.3,64.2,0.0,2025,2,t0255,3.7,,83.0
1,2025202637,2026-03-03 06,32.0,134.5,1001.2,1017.7,16.4,17.0,530.0,0.92,3.204,34.9,56.4,369.0,2025,3,t0257,-0.9,-2.4,803.0
0,pool_2026031512_33_160,2026-03-15 12,33.0,159.75,988.6,1009.5,20.9,24.8,710.0,0.46,3.496,39.6,59.9,0.0,2025,3,t0257,1.4,,689.0
0,pool_2026031506_31_156,2026-03-15 06,30.75,156.5,986.5,1007.8,21.4,25.2,710.0,0.62,3.552,41.3,64.8,0.0,2025,3,t0257,0.6,,594.0
0,pool_2026031100_35_184,2026-03-11 00,35.25,184.0,992.5,1009.5,17.0,24.6,900.0,0.5,2.732,33.4,44.2,0.0,2025,3,t0257,1.8,,278.0
1,2025202638,2026-03-24 00,33.75,150.5,997.1,1016.6,19.5,19.2,370.0,1.38,5.179,42.7,87.0,376.0,2025,3,t0258,-3.4,-12.2,1223.0
0,pool_2026030918_32_186,2026-03-09 18,31.75,185.75,992.5,1008.0,15.5,24.7,970.0,0.73,2.544,33.9,45.1,0.0,2025,3,t0258,-2.7,,400.0
0,pool_2026030712_32_174,2026-03-07 12,32.0,174.25,1001.1,1017.9,16.7,17.7,550.0,1.51,3.219,35.3,56.7,0.0,2025,3,t0258,-3.6,,692.0
