track,when,lat,lon,lead_h,hf24,hf48,depth,scale_km,grad,vg_kt,gust_kt,p_centre,up_high_hpa,up_high_rel,down_low_hpa,down_low_rel,thick_anom_m,thick_anom_east_m,thick_m,trough_km,trough_bearing,trough_anom_m,sst_grad,sst_c,hvtl,hvtu,depth_pw,dt,gfs_f024_kt,wind_kt
1013,2022-01-21 06,36.5,164.0,6.0,1,1,17.1,420.0,4.099,37.0,59.8,983.6,1019.3371111553986,35.75117365539859,983.1039656333049,-0.4819718666950621,-19.435546875,-39.28025541878016,5400.88818359375,584.1900094287764,307.5997538599685,-367.47509765625,4.6940226554870605,17.618646240234398,-157.47813415527344,-448.9385070800781,15.82,2022-01-21 06,53.4,42.2
1028,2022-01-25 12,41.25,166.75,6.0,1,1,47.5,390.0,11.954,71.1,68.9,960.4,1021.5127167679939,61.06862497111888,1002.067551907172,41.623460110296946,195.54248046875,17.36474132661752,5544.50439453125,1512.8718326956196,324.90019155664953,-325.19140625,7.731997013092041,12.484490966796898,202.98707580566406,-395.5849609375,38.53,2022-01-25 12,52.0,44.9
1032,2022-01-27 06,35.25,159.75,24.0,1,1,13.5,320.0,4.086,34.3,56.6,994.2,1020.4464610665523,26.261463507958524,997.1157123628321,2.9307148042383915,28.4150390625,-73.67866108708893,5470.5693359375,1362.2974223188194,359.04518810089746,-321.86865234375,6.132778167724609,15.993035888671898,-209.9779815673828,-365.4114074707031,13.43,2022-01-27 06,67.6,38.1
1038,2022-01-29 12,33.0,185.75,12.0,1,1,23.4,420.0,5.582,47.2,66.8,985.6,1014.081954497014,28.523116606388953,1012.1877300911642,26.628892200539212,160.1494140625,58.654508122895734,5637.3583984375,1991.8150944715958,288.0808469029486,-327.001953125,2.1154303550720215,17.827813720703148,-45.998085021972656,-432.3809509277344,21.24,2022-01-29 12,51.0,44.5
1052,2022-02-01 12,43.0,182.0,0.0,1,1,40.3,380.0,10.449,64.0,82.1,954.6,1007.897732055595,53.32961682122004,990.9613323019479,36.39321706757289,193.41845703125,143.331359229641,5526.32568359375,1643.5237668514428,287.99070093565103,-510.1044921875,4.183205604553223,10.566552734375023,250.97860717773438,-383.1716003417969,34.6,2022-02-01 12,48.0,56.7
1057,2022-02-03 12,39.75,184.25,0.0,1,1,29.8,320.0,9.035,55.8,73.2,968.3,1012.1607451398485,43.84525441719222,990.4143981321888,22.098907409532558,61.96240234375,-13.582501260712919,5437.2744140625,1398.835045399015,296.12388154042515,-444.1748046875,3.2615723609924316,13.284570312500023,-36.69334411621094,-230.75526428222656,29.35,2022-02-03 12,50.8,54.6
1066,2022-02-06 00,38.5,168.0,6.0,1,1,27.6,330.0,8.158,53.3,73.6,972.6,1015.1762088123463,42.54864533578382,991.2813555389425,18.653792062380035,26.05224609375,34.5989065439507,5426.64111328125,1164.68932608017,291.8444541041135,-427.34912109375,7.044368267059326,12.490533447265648,-112.08045196533203,-500.8856506347656,26.51,2022-02-06 00,49.7,48.8
1085,2022-02-12 00,32.5,163.0,24.0,1,1,24.7,630.0,4.428,45.9,75.7,980.3,1025.1359525857122,44.807217234149675,987.3772499946017,7.048514643039198,-35.623046875,14.326240914639385,5479.31884765625,200.05263367855827,346.45178326382637,-359.6181640625,4.343948841094971,16.740655517578148,-4.454871654510498,-520.573486328125,21.03,2022-02-12 00,60.7,49.9
1093,2022-02-14 06,34.25,149.0,30.0,0,1,16.9,300.0,5.324,40.3,61.8,997.7,1021.4905269422088,23.836962489083817,986.568122663296,-11.08544178982902,61.32470703125,-136.90788923240936,5552.03466796875,834.2495872774018,358.4217291759442,-279.5322265625,10.00780200958252,16.342950439453148,-111.86832427978516,-421.609130859375,16.64,2022-02-14 06,63.5,44.1
1097,2022-02-18 18,47.75,166.5,nan,0,0,25.0,700.0,4.259,39.0,44.5,981.6,1025.1501492577638,43.576846035107565,995.1037374262289,13.530434203572668,43.47607421875,132.19515735529825,5331.87451171875,1280.2284123457475,220.3760521866551,-342.72119140625,4.3556623458862305,2.9757629394531477,141.4080352783203,-172.21578979492188,17.55,2022-02-18 18,44.4,33.5
1101,2022-02-20 18,45.0,147.25,12.0,1,1,45.5,510.0,9.209,64.3,64.0,959.8,1029.0759774764656,69.2698251327156,973.8551446103447,14.048992266594723,-66.1865234375,-12.703541903612413,5274.28369140625,223.28703374362377,185.05115252801792,-556.5205078125,11.833312034606934,nan,328.7089538574219,-122.6482925415039,37.02,2022-02-20 18,55.2,47.3
1126,2022-03-01 18,51.0,188.25,nan,0,0,20.4,510.0,4.27,35.5,55.4,977.6,1011.8869034516404,34.307008432109114,998.6966946638056,21.11679964427435,114.3173828125,-16.48481019232303,5342.4287109375,1015.4231399268826,244.95060862861442,-356.857421875,2.5378246307373047,4.469689941406273,59.248287200927734,-146.16525268554688,22.09,2022-03-01 18,40.6,35.4
1122,2022-03-01 18,53.5,171.0,nan,0,0,35.2,700.0,5.852,47.7,61.5,960.7,1004.1196960451612,43.43823852562991,980.0727795299883,19.39132201045709,62.6171875,105.40491733043538,5273.482421875,223.03270552024514,184.25227989868156,-350.2685546875,3.724949359893799,2.8544860839843977,19.327983856201172,-53.67256546020508,21.8,2022-03-01 18,39.6,42.4
1155,2022-03-09 12,49.75,167.75,nan,0,0,18.7,790.0,3.057,30.0,42.0,988.7,1022.0502674553709,33.390843627245886,990.0388718463832,1.3794480182582447,19.2509765625,30.807255031126502,5282.4150390625,667.4412272759915,181.54213487802875,-220.10791015625,3.1276051998138428,2.7629333496093977,139.88377380371094,-102.4774169921875,12.33,2022-03-09 12,35.2,32.4
1159,2022-03-11 18,36.5,178.5,6.0,1,1,26.1,360.0,7.035,50.6,72.4,985.3,1021.926276483986,36.623053827736044,1008.2293631342825,22.926140478032494,86.69482421875,60.67805184542861,5588.994140625,736.6414639749357,296.4549849054932,-253.22119140625,4.28793478012085,14.142633056640648,-195.99205017089844,-420.4289855957031,23.76,2022-03-11 18,65.6,51.4
1181,2022-03-18 06,33.5,179.5,18.0,1,1,19.1,360.0,5.188,42.5,58.1,994.2,1018.1892824486611,24.00703147209856,1016.3517977984885,22.16954682192602,87.09521484375,16.063599759657585,5650.40771484375,1284.8877540324884,304.5631493923384,-296.80322265625,4.340704917907715,16.175317382812523,-206.1055145263672,-377.2173767089844,18.06,2022-03-18 06,52.5,37.5
1193,2022-03-23 00,45.25,195.75,nan,0,0,12.0,370.0,3.257,28.0,45.1,1003.5,1029.1947637674402,25.656921970565236,1003.4597677960421,-0.07807400083288485,32.037109375,-116.44739229065006,5372.7958984375,1998.8596643242868,295.33638241199026,-210.28515625,2.2254457473754883,7.752221679687523,-278.2586975097656,-337.3148193359375,13.89,2022-03-23 00,40.5,31.4
1209,2022-03-31 18,53.5,210.0,nan,0,0,24.3,440.0,5.63,41.3,53.0,984.4,1020.0845934580022,35.666075391595996,1007.4411286183496,23.02261055194333,88.7646484375,31.603060323436843,5377.55078125,1910.6232499168989,269.1696778151009,-289.51611328125,2.3319010734558105,3.5259643554687727,71.6816177368164,-186.79847717285156,21.61,2022-03-31 18,42.4,39.9
